UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
219921,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",131,"R",0,"R",131,"R",79,"R",60,"R",82,"R",63,"R",0,"R",131,"R",1,"R",0,"R",83,"R",63
219949,"R",212,"R",0,"R",212,"R",67,"R",32,"R",92,"R",43,"Z",0,"R",212,"R",1,"R",0,"R",93,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219976,"R",683,"R",3,"R",680,"R",388,"R",57,"R",460,"R",68,"R",0,"R",680,"R",6,"R",2,"R",466,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219994,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",392,"R",0,"R",392,"R",261,"R",67,"R",285,"R",73,"R",0,"R",392,"R",3,"R",0,"R",288,"R",73
220002,"R",2,"R",0,"R",2,"R",1,"R",50,"R",1,"R",50,"R",0,"R",2,"R",0,"Z",0,"R",1,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220057,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",527,"R",0,"R",527,"R",81,"R",15,"R",128,"R",24,"Z",0,"R",527,"R",21,"R",13,"R",149,"R",28
220075,"R",1849,"R",0,"R",1849,"R",549,"R",30,"R",919,"R",50,"R",0,"R",1849,"R",43,"R",16,"R",962,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220118,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",90,"R",1,"R",89,"R",39,"R",44,"R",59,"R",66,"R",0,"R",89,"R",1,"R",0,"R",60,"R",67
220127,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",506,"R",0,"R",506,"R",275,"R",54,"R",295,"R",58,"Z",0,"R",506,"R",1,"R",0,"R",296,"R",58
220163,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",4,"R",22,"R",14,"R",78,"Z",0,"R",18,"R",0,"Z",0,"R",14,"R",78
220181,"R",207,"R",0,"R",207,"R",78,"R",38,"R",97,"R",47,"Z",0,"R",207,"R",0,"Z",0,"R",97,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220206,"R",47,"R",1,"R",46,"R",17,"R",37,"R",27,"R",59,"R",0,"R",46,"R",1,"R",1,"R",28,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220215,"R",355,"R",0,"R",355,"R",176,"R",50,"R",205,"R",58,"R",0,"R",355,"R",3,"R",2,"R",208,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220251,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",257,"R",0,"R",257,"R",179,"R",70,"R",179,"R",70,"Z",0,"R",257,"R",0,"Z",0,"R",179,"R",70
220279,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",235,"R",0,"R",235,"R",133,"R",57,"R",142,"R",60,"Z",0,"R",235,"R",2,"Z",0,"R",144,"R",61
220321,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",226,"R",0,"R",226,"R",145,"R",64,"R",148,"R",65,"R",2,"R",224,"R",2,"R",0,"R",150,"R",67
220394,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",145,"R",0,"R",145,"R",81,"R",56,"R",83,"R",57,"Z",0,"R",145,"R",1,"Z",0,"R",84,"R",58
220400,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1047,"R",0,"R",1047,"R",56,"R",5,"R",213,"R",20,"R",0,"R",1047,"R",99,"R",4,"R",312,"R",30
220464,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10,"R",0,"R",10,"Z",0,"R",0,"R",1,"R",10,"R",0,"R",10,"R",4,"R",1,"R",5,"R",50
220473,"R",156,"R",0,"R",156,"R",78,"R",50,"R",93,"R",60,"R",0,"R",156,"R",3,"R",0,"R",96,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220491,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",2,"R",14,"R",8,"R",57,"Z",0,"R",14,"R",0,"Z",0,"R",8,"R",57
220516,"R",213,"R",0,"R",213,"R",103,"R",48,"R",124,"R",58,"Z",0,"R",213,"R",0,"Z",0,"R",124,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220552,"R",67,"R",0,"R",67,"R",16,"R",24,"R",16,"R",24,"Z",0,"R",67,"R",0,"Z",0,"R",16,"R",24,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220598,"R",405,"R",0,"R",405,"R",50,"R",12,"R",90,"R",22,"R",0,"R",405,"R",3,"R",2,"R",93,"R",23,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220604,"R",155,"R",0,"R",155,"R",7,"R",5,"R",22,"R",14,"R",0,"R",155,"R",4,"R",0,"R",26,"R",17,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220613,"R",808,"R",0,"R",808,"R",332,"R",41,"R",481,"R",60,"R",0,"R",808,"R",8,"R",4,"R",489,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220631,"R",97,"R",0,"R",97,"R",44,"R",45,"R",54,"R",56,"R",0,"R",97,"R",2,"R",0,"R",56,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220640,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",215,"R",0,"R",215,"R",157,"R",73,"R",176,"R",82,"R",3,"R",212,"R",3,"R",0,"R",179,"R",84
220701,"R",313,"R",0,"R",313,"R",82,"R",26,"R",108,"R",35,"R",0,"R",313,"R",1,"R",2,"R",109,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220710,"R",349,"R",0,"R",349,"R",143,"R",41,"R",178,"R",51,"R",0,"R",349,"R",1,"R",0,"R",179,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220756,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",105,"R",0,"R",105,"R",66,"R",63,"R",73,"R",70,"Z",0,"R",105,"R",0,"Z",0,"R",73,"R",70
220765,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",179,"R",0,"R",179,"R",66,"R",37,"R",91,"R",51,"R",0,"R",179,"R",8,"R",0,"R",99,"R",55
220853,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",492,"R",17,"R",475,"R",457,"R",96,"R",457,"R",96,"R",0,"R",475,"R",6,"R",0,"R",463,"R",97
220862,"R",2078,"R",3,"R",2075,"R",589,"R",28,"R",1104,"R",53,"R",0,"R",2075,"R",77,"R",36,"R",1181,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220978,"R",3224,"R",0,"R",3224,"R",816,"R",25,"R",1509,"R",47,"R",0,"R",3224,"R",94,"R",41,"R",1603,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
221050,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",503,"R",0,"R",503,"R",334,"R",66,"R",335,"R",67,"Z",0,"R",503,"R",0,"Z",0,"R",335,"R",67
221096,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1711,"R",0,"R",1711,"R",380,"R",22,"R",541,"R",32,"R",0,"R",1711,"R",59,"R",41,"R",600,"R",35
221102,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",262,"R",0,"R",262,"R",170,"R",65,"R",186,"R",71,"Z",0,"R",262,"R",2,"Z",0,"R",188,"R",72
221148,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1213,"R",0,"R",1213,"R",557,"R",46,"R",730,"R",60,"R",0,"R",1213,"R",18,"R",0,"R",748,"R",62
221184,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1305,"R",0,"R",1305,"R",116,"R",9,"R",220,"R",17,"R",0,"R",1305,"R",36,"R",44,"R",256,"R",20
221236,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",346,"R",1,"R",345,"R",225,"R",65,"R",284,"R",82,"Z",0,"R",345,"R",0,"Z",0,"R",284,"R",82
221281,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",152,"R",0,"R",152,"R",115,"R",76,"R",116,"R",76,"Z",0,"R",152,"R",0,"Z",0,"R",116,"R",76
221333,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",109,"R",0,"R",109,"R",70,"R",64,"R",73,"R",67,"Z",0,"R",109,"R",0,"Z",0,"R",73,"R",67
221351,"R",545,"R",1,"R",544,"R",398,"R",73,"R",434,"R",80,"R",0,"R",544,"R",1,"R",0,"R",435,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
221388,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",101,"R",1,"R",100,"R",82,"R",82,"R",85,"R",85,"Z",0,"R",100,"R",0,"Z",0,"R",85,"R",85
221397,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1154,"R",0,"R",1154,"R",205,"R",18,"R",349,"R",30,"R",0,"R",1154,"R",32,"R",30,"R",381,"R",33
221430,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",147,"R",0,"R",147,"R",101,"R",69,"R",107,"R",73,"R",0,"R",147,"R",3,"R",0,"R",110,"R",75
221485,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2078,"R",0,"R",2078,"R",86,"R",4,"R",240,"R",12,"R",0,"R",2078,"R",178,"R",91,"R",418,"R",20
221494,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",276,"R",0,"R",276,"R",179,"R",65,"R",211,"R",76,"R",0,"R",276,"R",1,"R",0,"R",212,"R",77
221519,"R",488,"R",0,"R",488,"R",352,"R",72,"R",386,"R",79,"Z",0,"R",488,"R",0,"Z",0,"R",386,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
221582,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",194,"R",0,"R",194,"R",135,"R",70,"R",135,"R",70,"R",0,"R",194,"R",1,"R",0,"R",136,"R",70
221591,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",258,"R",0,"R",258,"R",149,"R",58,"R",149,"R",58,"R",0,"R",258,"R",2,"R",0,"R",151,"R",59
221607,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",80,"R",0,"R",80,"R",51,"R",64,"R",51,"R",64,"R",0,"R",80,"Z",0,"R",0,"R",51,"R",64
221616,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",363,"R",0,"R",363,"R",284,"R",78,"R",287,"R",79,"Z",0,"R",363,"R",0,"Z",0,"R",287,"R",79
221625,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",635,"R",0,"R",635,"R",413,"R",65,"R",428,"R",67,"R",1,"R",634,"R",1,"R",0,"R",429,"R",68
221643,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2331,"R",0,"R",2331,"R",273,"R",12,"R",652,"R",28,"R",0,"R",2331,"R",124,"R",92,"R",776,"R",33
221661,"R",350,"R",0,"R",350,"R",94,"R",27,"R",192,"R",55,"R",0,"R",350,"R",17,"R",1,"R",209,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
221731,"R",205,"R",0,"R",205,"R",68,"R",33,"R",85,"R",41,"R",0,"R",205,"R",1,"R",1,"R",86,"R",42,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
221740,"R",2335,"R",4,"R",2331,"R",664,"R",28,"R",1130,"R",48,"R",0,"R",2331,"R",37,"R",16,"R",1167,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
221759,"R",4261,"R",0,"R",4261,"R",2237,"R",52,"R",3078,"R",72,"R",0,"R",4261,"R",65,"R",27,"R",3143,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
221768,"R",1301,"R",2,"R",1299,"R",337,"R",26,"R",613,"R",47,"R",0,"R",1299,"R",18,"R",8,"R",631,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
221829,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",126,"R",0,"R",126,"R",10,"R",8,"R",99,"R",79,"Z",0,"R",126,"R",0,"Z",0,"R",99,"R",79
221838,"R",1264,"R",0,"R",1264,"R",170,"R",13,"R",414,"R",33,"R",0,"R",1264,"R",31,"R",15,"R",445,"R",35,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
221847,"R",2161,"R",1,"R",2160,"R",675,"R",31,"R",1175,"R",54,"R",0,"R",2160,"R",57,"R",18,"R",1232,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
221892,"R",231,"R",0,"R",231,"R",113,"R",49,"R",125,"R",54,"Z",0,"R",231,"R",1,"R",0,"R",126,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
221908,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1380,"R",0,"R",1380,"R",252,"R",18,"R",433,"R",31,"R",0,"R",1380,"R",55,"R",61,"R",488,"R",35
221953,"R",315,"R",0,"R",315,"R",99,"R",31,"R",128,"R",41,"Z",0,"R",315,"R",0,"Z",0,"R",128,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
221971,"R",431,"R",0,"R",431,"R",264,"R",61,"R",294,"R",68,"R",0,"R",431,"R",2,"R",2,"R",296,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
221999,"R",1613,"R",6,"R",1607,"R",1414,"R",88,"R",1494,"R",93,"R",0,"R",1607,"R",2,"R",1,"R",1496,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
222053,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2176,"R",4,"R",2172,"R",309,"R",14,"R",536,"R",25,"R",0,"R",2172,"R",83,"R",64,"R",619,"R",28
222062,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1611,"R",0,"R",1611,"R",247,"R",15,"R",488,"R",30,"Z",0,"R",1611,"R",74,"R",40,"R",562,"R",35
222105,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",15,"R",47,"R",18,"R",56,"Z",0,"R",32,"R",0,"Z",0,"R",18,"R",56
222178,"R",1023,"R",2,"R",1021,"R",484,"R",47,"R",627,"R",61,"R",0,"R",1021,"R",6,"R",0,"R",633,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
222567,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",361,"R",0,"R",361,"R",66,"R",18,"R",107,"R",30,"R",0,"R",361,"R",10,"R",18,"R",117,"R",32
222576,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",734,"R",1,"R",733,"R",125,"R",17,"R",232,"R",32,"R",0,"R",733,"R",50,"R",66,"R",282,"R",38
222822,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",505,"R",0,"R",505,"R",61,"R",12,"R",126,"R",25,"R",0,"R",505,"R",33,"R",29,"R",159,"R",31
222831,"R",1188,"R",4,"R",1184,"R",326,"R",28,"R",472,"R",40,"R",0,"R",1184,"R",22,"R",0,"R",494,"R",42,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
222877,"R",31,"R",0,"R",31,"R",3,"R",10,"R",5,"R",16,"R",0,"R",31,"R",1,"R",0,"R",6,"R",19,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
222886,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",287,"R",0,"R",287,"R",202,"R",70,"R",202,"R",70,"R",0,"R",287,"R",0,"R",0,"R",202,"R",70
222938,"R",206,"R",0,"R",206,"R",14,"R",7,"R",20,"R",10,"R",0,"R",206,"R",1,"R",0,"R",21,"R",10,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
222983,"R",364,"R",0,"R",364,"R",249,"R",68,"R",263,"R",72,"R",0,"R",364,"R",2,"R",0,"R",265,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
223056,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",31,"R",0,"R",31,"R",9,"R",29,"R",24,"R",77,"R",0,"R",31,"R",1,"R",1,"R",25,"R",81
223232,"R",3189,"R",4,"R",3185,"R",2006,"R",63,"R",2491,"R",78,"R",0,"R",3185,"R",25,"R",4,"R",2516,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
223320,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",407,"R",0,"R",407,"R",68,"R",17,"R",92,"R",23,"R",0,"R",407,"R",6,"R",16,"R",98,"R",24
223427,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4069,"R",0,"R",4069,"R",150,"R",4,"R",354,"R",9,"Z",0,"R",4069,"R",267,"R",133,"R",621,"R",15
223463,"R",15,"R",0,"R",15,"R",10,"R",67,"R",10,"R",67,"Z",0,"R",15,"R",0,"Z",0,"R",10,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
223472,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20,"R",0,"R",20,"R",11,"R",55,"R",12,"R",60,"R",0,"R",20,"R",1,"R",1,"R",13,"R",65
223816,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",672,"R",2,"R",670,"R",58,"R",9,"R",103,"R",15,"R",0,"R",670,"R",24,"R",57,"R",127,"R",19
223852,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",44,"R",0,"R",44,"R",41,"R",93,"R",41,"R",93,"R",0,"R",44,"R",0,"R",0,"R",41,"R",93
223898,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",392,"R",0,"R",392,"R",88,"R",22,"R",127,"R",32,"R",0,"R",392,"R",7,"R",16,"R",134,"R",34
223922,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",258,"R",0,"R",258,"R",90,"R",35,"R",111,"R",43,"R",0,"R",258,"R",4,"R",3,"R",115,"R",45
224004,"R",180,"R",0,"R",180,"R",68,"R",38,"R",88,"R",49,"R",0,"R",180,"R",1,"R",1,"R",89,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
224013,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",7,"R",44,"R",8,"R",50,"Z",0,"R",16,"R",0,"Z",0,"R",8,"R",50
224110,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",792,"R",2,"R",790,"R",73,"R",9,"R",158,"R",20,"R",2,"R",788,"R",55,"R",65,"R",213,"R",27
224147,"R",1804,"R",1,"R",1803,"R",338,"R",19,"R",669,"R",37,"R",0,"R",1803,"R",48,"R",16,"R",717,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
224156,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",71,"R",0,"R",71,"R",8,"R",11,"R",51,"R",72,"Z",0,"R",71,"R",0,"Z",0,"R",51,"R",72
224226,"R",466,"R",3,"R",463,"R",201,"R",43,"R",267,"R",58,"R",0,"R",463,"R",3,"R",1,"R",270,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
224244,"R",43,"R",0,"R",43,"R",1,"R",2,"R",4,"R",9,"R",0,"R",43,"R",3,"R",0,"R",7,"R",16,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
224271,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",31,"R",0,"R",31,"R",26,"R",84,"R",26,"R",84,"R",0,"R",31,"R",0,"R",3,"R",26,"R",84
224323,"R",380,"R",2,"R",378,"R",256,"R",68,"R",270,"R",71,"Z",0,"R",378,"R",0,"Z",0,"R",270,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
224527,"R",340,"R",0,"R",340,"R",127,"R",37,"R",149,"R",44,"R",0,"R",340,"R",2,"R",1,"R",151,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
224545,"R",155,"R",0,"R",155,"R",41,"R",26,"R",52,"R",34,"R",0,"R",155,"R",1,"R",3,"R",53,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
224554,"R",928,"R",0,"R",928,"R",233,"R",25,"R",398,"R",43,"R",0,"R",928,"R",13,"R",10,"R",411,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
224642,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2572,"R",0,"R",2572,"R",233,"R",9,"R",589,"R",23,"R",0,"R",2572,"R",175,"R",247,"R",764,"R",30
224758,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",4,"R",13,"R",13,"R",41,"R",0,"R",32,"R",2,"R",0,"R",15,"R",47
224776,"R",171,"R",0,"R",171,"R",24,"R",14,"R",34,"R",20,"Z",0,"R",171,"R",0,"Z",0,"R",34,"R",20,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
224828,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15,"R",3,"R",12,"R",4,"R",33,"R",7,"R",58,"Z",0,"R",12,"R",0,"Z",0,"R",7,"R",58
224891,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",216,"R",0,"R",216,"R",54,"R",25,"R",71,"R",33,"R",0,"R",216,"R",4,"R",4,"R",75,"R",35
225201,"R",54,"R",0,"R",54,"R",21,"R",39,"R",21,"R",39,"R",0,"R",54,"R",1,"R",0,"R",22,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
225247,"R",413,"R",0,"R",413,"R",158,"R",38,"R",210,"R",51,"R",0,"R",413,"R",0,"R",1,"R",210,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
225371,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",493,"R",0,"R",493,"R",83,"R",17,"R",130,"R",26,"R",0,"R",493,"R",13,"R",18,"R",143,"R",29
225399,"R",567,"R",0,"R",567,"R",172,"R",30,"R",250,"R",44,"Z",0,"R",567,"R",4,"R",3,"R",254,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
