UNITID,XLINE_10,LINE_10,XLINE_45,LINE_45,XLINE_50,LINE_50,XLINE_55,LINE_55,XLINE_11,LINE_11,XLINE_30,LINE_30,XLINE_51,LINE_51,XLINE_52,LINE_52,XPGLIN10,PGLIN10,XPGLIN45,PGLIN45,XPGLIN50,PGLIN50,XPGLIN11,PGLIN11,XSSLIN10,SSLIN10,XSSLIN45,SSLIN45,XSSLIN50,SSLIN50,XSSLIN11,SSLIN11,XNRLIN10,NRLIN10,XNRLIN45,NRLIN45,XNRLIN50,NRLIN50,XNRLIN11,NRLIN11 
480842,"R",4,"R",0,"R",4,"R",3,"R",3,"R",0,"R",0,"R",1,"R",4,"Z",0,"R",4,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
480879,"R",15,"R",0,"R",15,"R",0,"R",11,"R",0,"R",0,"R",4,"R",13,"Z",0,"R",13,"R",11,"R",1,"Z",0,"R",1,"R",0,"R",1,"Z",0,"R",1,"R",0
480888,"R",169,"R",0,"R",169,"R",140,"R",140,"R",0,"R",0,"R",29,"R",164,"Z",0,"R",164,"R",135,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",5
480903,"R",765,"R",0,"R",765,"R",484,"R",605,"R",0,"R",1,"R",159,"R",662,"Z",0,"R",662,"R",547,"R",103,"Z",0,"R",103,"R",58,"R",0,"Z",0,"R",0,"R",0
480921,"R",8,"R",0,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",6,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0
480930,"R",35,"R",0,"R",35,"R",0,"R",25,"Z",0,"Z",0,"R",10,"R",23,"Z",0,"R",23,"R",18,"R",3,"Z",0,"R",3,"R",3,"R",9,"Z",0,"R",9,"R",4
480976,"R",19,"R",0,"R",19,"R",0,"R",13,"R",0,"R",0,"R",6,"R",9,"Z",0,"R",9,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",9
480994,"R",13,"R",0,"R",13,"R",1,"R",10,"R",0,"R",0,"R",3,"R",9,"Z",0,"R",9,"R",6,"R",3,"Z",0,"R",3,"R",3,"R",1,"Z",0,"R",1,"R",1
481003,"R",251,"R",0,"R",251,"R",154,"R",212,"R",0,"R",0,"R",39,"R",125,"Z",0,"R",125,"R",102,"R",2,"Z",0,"R",2,"R",1,"R",124,"Z",0,"R",124,"R",109
481021,"R",43,"R",0,"R",43,"R",36,"R",36,"R",0,"R",0,"R",7,"R",18,"Z",0,"R",18,"R",18,"R",5,"Z",0,"R",5,"R",5,"R",20,"Z",0,"R",20,"R",13
481049,"R",10,"R",0,"R",10,"R",10,"R",10,"R",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
481100,"R",35,"R",0,"R",35,"R",10,"R",35,"Z",0,"Z",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",34,"Z",0,"R",34,"R",34
481128,"R",54,"R",0,"R",54,"R",13,"R",43,"R",0,"R",3,"R",8,"R",54,"Z",0,"R",54,"R",43,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
481146,"R",170,"R",0,"R",170,"R",90,"R",123,"R",0,"R",0,"R",47,"R",112,"Z",0,"R",112,"R",75,"R",7,"Z",0,"R",7,"R",6,"R",51,"Z",0,"R",51,"R",42
481191,"R",274,"R",0,"R",274,"R",234,"R",234,"R",0,"R",0,"R",40,"R",121,"Z",0,"R",121,"R",110,"R",0,"Z",0,"R",0,"R",0,"R",153,"Z",0,"R",153,"R",124
481207,"R",25,"R",0,"R",25,"R",23,"R",23,"R",0,"R",0,"R",2,"R",20,"Z",0,"R",20,"R",20,"R",5,"Z",0,"R",5,"R",3,"R",0,"Z",0,"R",0,"R",0
481243,"R",5,"R",0,"R",5,"R",0,"R",4,"R",0,"R",0,"R",1,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",3
481289,"R",82,"R",0,"R",82,"R",68,"R",71,"R",0,"R",0,"R",11,"R",47,"Z",0,"R",47,"R",47,"R",17,"Z",0,"R",17,"R",17,"R",18,"Z",0,"R",18,"R",7
481298,"R",22,"R",0,"R",22,"R",1,"R",9,"R",0,"R",0,"R",13,"R",20,"Z",0,"R",20,"R",8,"R",1,"Z",0,"R",1,"R",0,"R",1,"Z",0,"R",1,"R",1
481313,"R",22,"R",0,"R",22,"R",15,"R",17,"R",0,"R",0,"R",5,"R",21,"Z",0,"R",21,"R",16,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0
481331,"R",98,"R",1,"R",97,"R",58,"R",77,"R",0,"R",18,"R",2,"R",88,"R",0,"R",88,"R",68,"R",0,"R",0,"R",0,"R",0,"R",10,"R",1,"R",9,"R",9
481340,"R",42,"R",0,"R",42,"R",7,"R",38,"R",0,"R",1,"R",3,"R",22,"Z",0,"R",22,"R",19,"R",6,"Z",0,"R",6,"R",5,"R",14,"Z",0,"R",14,"R",14
481368,"R",29,"R",0,"R",29,"R",27,"R",27,"R",0,"R",0,"R",2,"R",7,"Z",0,"R",7,"R",7,"R",0,"Z",0,"R",0,"R",0,"R",22,"Z",0,"R",22,"R",20
481429,"R",71,"R",0,"R",71,"R",21,"R",36,"R",0,"R",0,"R",35,"R",53,"Z",0,"R",53,"R",28,"R",11,"Z",0,"R",11,"R",4,"R",7,"Z",0,"R",7,"R",4
481447,"R",26,"R",0,"R",26,"R",6,"R",21,"R",0,"R",0,"R",5,"R",12,"Z",0,"R",12,"R",12,"R",7,"Z",0,"R",7,"R",7,"R",7,"Z",0,"R",7,"R",2
481456,"R",15,"R",0,"R",15,"R",5,"R",10,"R",4,"R",0,"R",1,"R",10,"Z",0,"R",10,"R",5,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",5
481474,"R",48,"R",0,"R",48,"R",1,"R",43,"R",0,"R",0,"R",5,"R",17,"Z",0,"R",17,"R",17,"R",10,"Z",0,"R",10,"R",10,"R",21,"Z",0,"R",21,"R",16
481483,"R",252,"R",3,"R",249,"R",117,"R",203,"R",3,"R",0,"R",43,"R",147,"R",2,"R",145,"R",107,"R",105,"R",1,"R",104,"R",96,"R",0,"R",0,"R",0,"R",0
481508,"R",47,"R",0,"R",47,"R",2,"R",32,"Z",0,"Z",0,"R",15,"R",31,"Z",0,"R",31,"R",20,"R",8,"Z",0,"R",8,"R",6,"R",8,"Z",0,"R",8,"R",6
481517,"R",18,"R",0,"R",18,"R",2,"R",13,"R",0,"R",0,"R",5,"R",14,"Z",0,"R",14,"R",10,"R",2,"Z",0,"R",2,"R",1,"R",2,"Z",0,"R",2,"R",2
481526,"R",29,"R",0,"R",29,"R",0,"R",26,"R",0,"R",0,"R",3,"R",19,"Z",0,"R",19,"R",17,"R",3,"Z",0,"R",3,"R",3,"R",7,"Z",0,"R",7,"R",6
481571,"R",6,"R",0,"R",6,"R",2,"R",6,"R",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
481678,"R",35,"R",0,"R",35,"R",0,"R",14,"R",0,"R",0,"R",21,"R",31,"Z",0,"R",31,"R",13,"R",3,"Z",0,"R",3,"R",1,"R",1,"Z",0,"R",1,"R",0
481739,"R",26,"R",0,"R",26,"R",0,"R",18,"R",0,"R",0,"R",8,"R",22,"Z",0,"R",22,"R",15,"R",2,"Z",0,"R",2,"R",1,"R",2,"Z",0,"R",2,"R",2
481748,"R",64,"R",0,"R",64,"R",1,"R",27,"R",0,"R",1,"R",36,"R",61,"Z",0,"R",61,"R",27,"R",2,"Z",0,"R",2,"R",0,"R",1,"Z",0,"R",1,"R",0
481845,"R",31,"R",0,"R",31,"R",0,"R",19,"R",0,"R",0,"R",12,"R",29,"Z",0,"R",29,"R",18,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",1
481863,"R",60,"R",0,"R",60,"R",37,"R",48,"R",0,"R",0,"R",12,"R",48,"Z",0,"R",48,"R",39,"R",8,"Z",0,"R",8,"R",6,"R",4,"Z",0,"R",4,"R",3
481890,"R",68,"R",0,"R",68,"R",21,"R",50,"R",0,"R",0,"R",18,"R",57,"Z",0,"R",57,"R",39,"R",9,"Z",0,"R",9,"R",9,"R",2,"Z",0,"R",2,"R",2
481906,"R",132,"R",0,"R",132,"R",27,"R",86,"R",0,"R",0,"R",46,"R",114,"Z",0,"R",114,"R",72,"R",8,"Z",0,"R",8,"R",7,"R",10,"Z",0,"R",10,"R",7
481960,"R",167,"R",0,"R",167,"R",163,"R",163,"R",0,"R",0,"R",4,"R",138,"Z",0,"R",138,"R",138,"R",3,"Z",0,"R",3,"R",3,"R",26,"Z",0,"R",26,"R",22
482015,"R",899,"R",0,"R",899,"R",461,"R",618,"R",0,"R",0,"R",281,"R",490,"Z",0,"R",490,"R",366,"R",62,"Z",0,"R",62,"R",40,"R",347,"Z",0,"R",347,"R",212
482060,"R",273,"R",0,"R",273,"R",14,"R",126,"R",0,"R",0,"R",147,"R",236,"Z",0,"R",236,"R",117,"R",12,"Z",0,"R",12,"R",5,"R",25,"Z",0,"R",25,"R",4
482097,"R",265,"R",0,"R",265,"R",201,"R",201,"R",0,"R",0,"R",64,"R",193,"Z",0,"R",193,"R",139,"R",18,"Z",0,"R",18,"R",11,"R",54,"Z",0,"R",54,"R",51
482167,"R",24,"R",2,"R",22,"R",1,"R",10,"R",0,"R",0,"R",12,"R",14,"R",2,"R",12,"R",4,"R",0,"R",0,"R",0,"R",0,"R",10,"R",0,"R",10,"R",6
482176,"R",49,"R",0,"R",49,"Z",0,"R",36,"Z",0,"Z",0,"R",13,"R",23,"Z",0,"R",23,"R",15,"R",2,"Z",0,"R",2,"R",1,"R",24,"Z",0,"R",24,"R",20
482194,"R",112,"R",0,"R",112,"R",104,"R",105,"R",0,"R",0,"R",7,"R",48,"Z",0,"R",48,"R",48,"R",30,"Z",0,"R",30,"R",29,"R",34,"Z",0,"R",34,"R",28
482200,"R",57,"R",0,"R",57,"R",6,"R",27,"R",0,"R",0,"R",30,"R",53,"Z",0,"R",53,"R",23,"R",3,"Z",0,"R",3,"R",3,"R",1,"Z",0,"R",1,"R",1
482246,"R",30,"R",0,"R",30,"R",27,"R",27,"R",0,"R",0,"R",3,"R",9,"Z",0,"R",9,"R",9,"R",12,"Z",0,"R",12,"R",12,"R",9,"Z",0,"R",9,"R",6
482291,"R",680,"R",1,"R",679,"R",214,"R",484,"R",0,"R",2,"R",193,"R",646,"R",1,"R",645,"R",454,"R",8,"R",0,"R",8,"R",8,"R",26,"R",0,"R",26,"R",22
482963,"R",158,"R",0,"R",158,"R",29,"R",75,"R",0,"R",0,"R",83,"R",141,"Z",0,"R",141,"R",65,"R",10,"Z",0,"R",10,"R",6,"R",7,"Z",0,"R",7,"R",4
482981,"R",66,"R",1,"R",65,"R",2,"R",30,"R",2,"R",0,"R",33,"R",44,"R",1,"R",43,"R",20,"R",3,"R",0,"R",3,"R",2,"R",19,"R",0,"R",19,"R",8
483009,"R",174,"R",0,"R",174,"R",36,"R",120,"R",0,"R",0,"R",54,"R",161,"Z",0,"R",161,"R",109,"R",0,"Z",0,"R",0,"R",0,"R",13,"Z",0,"R",13,"R",11
483054,"R",64,"R",0,"R",64,"R",0,"R",50,"R",1,"R",0,"R",13,"R",42,"Z",0,"R",42,"R",29,"R",14,"Z",0,"R",14,"R",13,"R",8,"Z",0,"R",8,"R",8
483106,"R",37,"R",0,"R",37,"R",21,"R",35,"R",0,"R",0,"R",2,"R",27,"Z",0,"R",27,"R",25,"R",4,"Z",0,"R",4,"R",4,"R",6,"Z",0,"R",6,"R",6
483230,"R",88,"R",0,"R",88,"R",86,"R",86,"R",0,"R",0,"R",2,"R",38,"Z",0,"R",38,"R",38,"R",0,"Z",0,"R",0,"R",0,"R",50,"Z",0,"R",50,"R",48
483258,"R",13,"R",1,"R",12,"R",1,"R",1,"Z",0,"Z",0,"R",11,"R",13,"R",1,"R",12,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
483276,"R",39,"R",0,"R",39,"R",3,"R",28,"R",0,"R",0,"R",11,"R",33,"Z",0,"R",33,"R",27,"R",0,"Z",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",1
483328,"R",36,"R",0,"R",36,"R",0,"R",23,"Z",0,"Z",0,"R",13,"R",24,"Z",0,"R",24,"R",14,"R",1,"Z",0,"R",1,"R",1,"R",11,"Z",0,"R",11,"R",8
483337,"R",25,"R",0,"R",25,"R",0,"R",18,"Z",0,"Z",0,"R",7,"R",16,"Z",0,"R",16,"R",11,"R",1,"Z",0,"R",1,"R",1,"R",8,"Z",0,"R",8,"R",6
483346,"R",11,"R",0,"R",11,"R",2,"R",8,"R",0,"R",0,"R",3,"R",2,"Z",0,"R",2,"R",1,"R",2,"Z",0,"R",2,"R",1,"R",7,"Z",0,"R",7,"R",6
483355,"R",47,"R",0,"R",47,"R",27,"R",27,"R",0,"R",0,"R",20,"R",35,"Z",0,"R",35,"R",19,"R",2,"Z",0,"R",2,"R",2,"R",10,"Z",0,"R",10,"R",6
483364,"R",36,"R",0,"R",36,"R",27,"R",27,"R",0,"R",0,"R",9,"R",32,"Z",0,"R",32,"R",24,"R",4,"Z",0,"R",4,"R",3,"R",0,"Z",0,"R",0,"R",0
483382,"R",133,"R",0,"R",133,"R",124,"R",128,"R",0,"R",0,"R",5,"R",70,"Z",0,"R",70,"R",68,"R",20,"Z",0,"R",20,"R",19,"R",43,"Z",0,"R",43,"R",41
483425,"R",24,"R",0,"R",24,"R",2,"R",19,"R",0,"R",0,"R",5,"R",15,"Z",0,"R",15,"R",14,"R",0,"Z",0,"R",0,"R",0,"R",9,"Z",0,"R",9,"R",5
483443,"R",403,"R",0,"R",403,"R",380,"R",380,"R",0,"R",0,"R",23,"R",62,"Z",0,"R",62,"R",58,"R",21,"Z",0,"R",21,"R",16,"R",320,"Z",0,"R",320,"R",306
483470,"R",81,"Z",0,"R",81,"R",81,"R",81,"Z",0,"Z",0,"R",0,"R",81,"Z",0,"R",81,"R",81,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
483504,"R",82,"Z",0,"R",82,"R",24,"R",33,"Z",0,"R",0,"R",49,"R",67,"Z",0,"R",67,"R",29,"R",4,"Z",0,"R",4,"R",1,"R",11,"Z",0,"R",11,"R",3
483513,"R",26,"R",0,"R",26,"R",3,"R",11,"R",0,"R",7,"R",8,"R",26,"Z",0,"R",26,"R",11,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
483559,"R",55,"R",0,"R",55,"R",2,"R",16,"R",0,"R",0,"R",39,"R",40,"Z",0,"R",40,"R",11,"R",9,"Z",0,"R",9,"R",4,"R",6,"Z",0,"R",6,"R",1
483577,"R",3,"R",0,"R",3,"R",2,"R",2,"R",0,"R",0,"R",1,"R",2,"Z",0,"R",2,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
483708,"R",101,"Z",0,"R",101,"R",97,"R",97,"R",0,"R",4,"R",0,"R",55,"Z",0,"R",55,"R",51,"R",5,"Z",0,"R",5,"R",5,"R",41,"Z",0,"R",41,"R",41
483726,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0
483735,"R",18,"R",0,"R",18,"R",9,"R",16,"R",0,"R",0,"R",2,"R",11,"Z",0,"R",11,"R",10,"R",4,"Z",0,"R",4,"R",4,"R",3,"Z",0,"R",3,"R",2
483744,"R",7,"Z",0,"R",7,"R",1,"R",6,"Z",0,"Z",0,"R",1,"R",7,"Z",0,"R",7,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
483753,"R",20,"R",0,"R",20,"R",3,"R",13,"R",0,"R",0,"R",7,"R",20,"Z",0,"R",20,"R",13,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
483799,"R",8,"R",0,"R",8,"R",1,"R",7,"R",0,"R",0,"R",1,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",4
483823,"R",700,"R",0,"R",700,"R",20,"R",430,"R",0,"R",0,"R",270,"R",350,"Z",0,"R",350,"R",117,"R",22,"Z",0,"R",22,"R",5,"R",328,"Z",0,"R",328,"R",308
483841,"R",215,"R",0,"R",215,"R",199,"R",206,"R",0,"R",8,"R",1,"R",38,"Z",0,"R",38,"R",38,"R",0,"Z",0,"R",0,"R",0,"R",177,"Z",0,"R",177,"R",168
483850,"R",20,"R",0,"R",20,"R",16,"R",16,"R",0,"R",2,"R",2,"R",20,"Z",0,"R",20,"R",16,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
483869,"R",115,"R",0,"R",115,"R",72,"R",110,"R",0,"R",0,"R",5,"R",55,"Z",0,"R",55,"R",55,"R",55,"Z",0,"R",55,"R",55,"R",5,"Z",0,"R",5,"R",0
483878,"R",62,"R",1,"R",61,"R",16,"R",31,"R",0,"R",1,"R",29,"R",56,"R",1,"R",55,"R",29,"R",4,"R",0,"R",4,"R",2,"R",2,"R",0,"R",2,"R",0
483887,"R",11,"Z",0,"R",11,"R",6,"R",10,"Z",0,"Z",0,"R",1,"R",7,"Z",0,"R",7,"R",7,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",2,"R",1
483896,"R",119,"R",0,"R",119,"R",3,"R",109,"R",0,"R",0,"R",10,"R",1,"Z",0,"R",1,"R",1,"R",11,"Z",0,"R",11,"R",11,"R",107,"Z",0,"R",107,"R",97
483911,"R",7,"Z",0,"R",7,"R",0,"R",5,"Z",0,"Z",0,"R",2,"R",5,"Z",0,"R",5,"R",3,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",1
483948,"R",23,"R",1,"R",22,"R",17,"R",17,"R",0,"R",0,"R",5,"R",23,"R",1,"R",22,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
483957,"R",35,"R",0,"R",35,"R",5,"R",23,"R",0,"R",0,"R",12,"R",29,"Z",0,"R",29,"R",17,"R",0,"Z",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",6
484011,"R",47,"R",0,"R",47,"R",2,"R",35,"Z",0,"Z",0,"R",12,"R",26,"Z",0,"R",26,"R",19,"R",4,"Z",0,"R",4,"R",3,"R",17,"Z",0,"R",17,"R",13
484020,"R",14,"R",0,"R",14,"R",10,"R",10,"R",0,"R",1,"R",3,"R",5,"Z",0,"R",5,"R",5,"R",5,"Z",0,"R",5,"R",5,"R",4,"Z",0,"R",4,"R",0
484039,"R",60,"R",0,"R",60,"R",2,"R",24,"R",1,"R",0,"R",35,"R",57,"Z",0,"R",57,"R",22,"R",2,"Z",0,"R",2,"R",2,"R",1,"Z",0,"R",1,"R",0
484048,"R",45,"R",0,"R",45,"R",41,"R",45,"R",0,"R",0,"R",0,"R",45,"Z",0,"R",45,"R",45,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
484057,"R",96,"Z",0,"R",96,"R",8,"R",75,"Z",0,"R",18,"R",3,"R",3,"Z",0,"R",3,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",93,"Z",0,"R",93,"R",75
484075,"R",28,"R",0,"R",28,"R",0,"R",12,"R",0,"R",0,"R",16,"R",24,"Z",0,"R",24,"R",10,"R",1,"Z",0,"R",1,"R",1,"R",3,"Z",0,"R",3,"R",1
484084,"R",16,"R",0,"R",16,"R",5,"R",8,"R",0,"R",0,"R",8,"R",14,"Z",0,"R",14,"R",6,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",1
484093,"R",34,"R",0,"R",34,"R",3,"R",22,"Z",0,"Z",0,"R",12,"R",20,"Z",0,"R",20,"R",13,"R",4,"Z",0,"R",4,"R",3,"R",10,"Z",0,"R",10,"R",6
484109,"R",25,"R",0,"R",25,"R",1,"R",19,"Z",0,"Z",0,"R",6,"R",13,"Z",0,"R",13,"R",10,"R",4,"Z",0,"R",4,"R",3,"R",8,"Z",0,"R",8,"R",6
484127,"R",48,"R",0,"R",48,"R",4,"R",33,"R",0,"R",3,"R",12,"R",20,"Z",0,"R",20,"R",10,"R",12,"Z",0,"R",12,"R",8,"R",16,"Z",0,"R",16,"R",15
484136,"R",25,"R",0,"R",25,"R",8,"R",8,"R",0,"R",0,"R",17,"R",8,"Z",0,"R",8,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",17,"Z",0,"R",17,"R",0
484163,"R",98,"Z",0,"R",98,"R",85,"R",85,"R",12,"R",0,"R",1,"R",61,"Z",0,"R",61,"R",61,"R",16,"Z",0,"R",16,"R",16,"R",21,"Z",0,"R",21,"R",8
484172,"R",35,"R",0,"R",35,"R",18,"R",34,"R",0,"R",0,"R",1,"R",35,"Z",0,"R",35,"R",34,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
484190,"R",12,"R",0,"R",12,"R",0,"R",1,"R",0,"R",0,"R",11,"R",10,"Z",0,"R",10,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",0
484206,"R",28,"R",0,"R",28,"R",9,"R",22,"R",0,"R",0,"R",6,"R",17,"Z",0,"R",17,"R",13,"R",2,"Z",0,"R",2,"R",1,"R",9,"Z",0,"R",9,"R",8
484330,"R",35,"R",0,"R",35,"R",10,"R",28,"R",0,"R",0,"R",7,"R",25,"Z",0,"R",25,"R",25,"R",2,"Z",0,"R",2,"R",2,"R",8,"Z",0,"R",8,"R",1
484349,"R",75,"R",0,"R",75,"R",16,"R",36,"R",0,"R",0,"R",39,"R",63,"Z",0,"R",63,"R",30,"R",9,"Z",0,"R",9,"R",4,"R",3,"Z",0,"R",3,"R",2
484358,"R",77,"R",0,"R",77,"R",27,"R",48,"R",0,"R",0,"R",29,"R",67,"Z",0,"R",67,"R",40,"R",8,"Z",0,"R",8,"R",6,"R",2,"Z",0,"R",2,"R",2
484394,"R",40,"R",0,"R",40,"R",1,"R",34,"R",1,"R",0,"R",5,"R",18,"Z",0,"R",18,"R",14,"R",2,"Z",0,"R",2,"R",2,"R",20,"Z",0,"R",20,"R",18
484604,"R",258,"R",0,"R",258,"R",71,"R",178,"R",0,"R",0,"R",80,"R",209,"Z",0,"R",209,"R",145,"R",16,"Z",0,"R",16,"R",15,"R",33,"Z",0,"R",33,"R",18
484826,"R",27,"R",0,"R",27,"R",1,"R",14,"R",0,"R",4,"R",9,"R",14,"Z",0,"R",14,"R",7,"R",3,"Z",0,"R",3,"R",3,"R",10,"Z",0,"R",10,"R",4
484899,"R",174,"R",0,"R",174,"R",14,"R",141,"R",1,"R",0,"R",32,"R",72,"Z",0,"R",72,"R",49,"R",42,"Z",0,"R",42,"R",38,"R",60,"Z",0,"R",60,"R",54
484923,"R",39,"R",0,"R",39,"R",37,"R",37,"R",0,"R",0,"R",2,"R",20,"Z",0,"R",20,"R",19,"R",1,"Z",0,"R",1,"R",1,"R",18,"Z",0,"R",18,"R",17
484996,"R",72,"R",0,"R",72,"R",59,"R",61,"R",0,"R",1,"R",10,"R",67,"Z",0,"R",67,"R",60,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",1
485014,"R",28,"R",0,"R",28,"R",0,"R",14,"R",0,"R",0,"R",14,"R",28,"Z",0,"R",28,"R",14,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
485032,"R",23,"R",0,"R",23,"R",2,"R",17,"R",0,"R",0,"R",6,"R",22,"Z",0,"R",22,"R",16,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
485166,"R",68,"R",0,"R",68,"R",26,"R",52,"R",0,"R",4,"R",12,"R",21,"Z",0,"R",21,"R",21,"R",31,"Z",0,"R",31,"R",31,"R",16,"Z",0,"R",16,"R",0
485236,"R",12,"R",0,"R",12,"R",3,"R",9,"R",1,"R",0,"R",2,"R",7,"Z",0,"R",7,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",5
485306,"R",33,"R",0,"R",33,"R",27,"R",29,"R",0,"R",2,"R",2,"R",31,"Z",0,"R",31,"R",27,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0
485342,"R",24,"R",0,"R",24,"R",18,"R",18,"R",0,"R",0,"R",6,"R",12,"Z",0,"R",12,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",12,"Z",0,"R",12,"R",10
485360,"R",14,"R",0,"R",14,"R",7,"R",10,"Z",0,"Z",0,"R",4,"R",10,"Z",0,"R",10,"R",8,"R",2,"Z",0,"R",2,"R",1,"R",2,"Z",0,"R",2,"R",1
485379,"R",132,"R",0,"R",132,"R",80,"R",105,"R",0,"R",0,"R",27,"R",111,"Z",0,"R",111,"R",95,"R",6,"Z",0,"R",6,"R",4,"R",15,"Z",0,"R",15,"R",6
485388,"R",91,"R",0,"R",91,"R",52,"R",64,"R",0,"R",0,"R",27,"R",86,"Z",0,"R",86,"R",61,"R",3,"Z",0,"R",3,"R",2,"R",2,"Z",0,"R",2,"R",1
485397,"R",62,"R",0,"R",62,"R",0,"R",25,"R",0,"R",1,"R",36,"R",57,"Z",0,"R",57,"R",24,"R",2,"Z",0,"R",2,"R",1,"R",3,"Z",0,"R",3,"R",0
485412,"R",51,"R",0,"R",51,"R",32,"R",38,"R",0,"R",1,"R",12,"R",39,"Z",0,"R",39,"R",28,"R",2,"Z",0,"R",2,"R",1,"R",10,"Z",0,"R",10,"R",9
485476,"R",42,"R",0,"R",42,"R",13,"R",34,"R",0,"R",0,"R",8,"R",25,"Z",0,"R",25,"R",19,"R",4,"Z",0,"R",4,"R",4,"R",13,"Z",0,"R",13,"R",11
485485,"R",119,"Z",0,"R",119,"R",3,"R",87,"Z",0,"Z",0,"R",32,"R",85,"Z",0,"R",85,"R",75,"R",1,"Z",0,"R",1,"R",1,"R",33,"Z",0,"R",33,"R",11
485494,"R",32,"R",0,"R",32,"R",0,"R",25,"R",0,"R",0,"R",7,"R",30,"Z",0,"R",30,"R",23,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",1
485500,"R",2,"R",0,"R",2,"R",2,"R",2,"R",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
485573,"R",79,"Z",0,"R",79,"R",1,"R",78,"Z",0,"Z",0,"R",1,"R",78,"Z",0,"R",78,"R",77,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
485591,"R",30,"R",0,"R",30,"R",4,"R",4,"R",0,"R",0,"R",26,"R",30,"Z",0,"R",30,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
485607,"R",24,"R",0,"R",24,"R",0,"R",8,"R",0,"R",0,"R",16,"R",24,"Z",0,"R",24,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
485704,"R",5,"R",0,"R",5,"R",4,"R",5,"R",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2
