UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
195049, 1,"R",255,"A",,"A",,"R",255
195049,12,"R",255,"A",,"A",,"R",255
195058, 1,"R",8366,"R",5325,"R",1494,"R",1547
195058, 2,"R",8366,"R",5325,"R",1494,"R",1547
195058, 3,"R",5674,"R",4171,"R",1428,"R",75
195058,11,"R",2692,"R",1154,"R",66,"R",1472
195067, 1,"R",554,"A",,"A",,"R",554
195067, 2,"R",554,"A",,"A",,"R",554
195067, 3,"C",554,"A",,"A",,"C",554
195128, 1,"R",2677,"R",429,"R",1924,"R",324
195128, 2,"R",1334,"R",9,"R",1248,"R",77
195128, 3,"R",1297,"R",9,"R",1234,"R",54
195128,11,"R",37,"R",0,"R",14,"R",23
195128,12,"R",1343,"R",420,"R",676,"R",247
195155, 1,"R",134,"R",0,"R",134,"R",0
195155,12,"R",134,"R",0,"R",134,"R",0
195164, 1,"R",2880,"R",830,"R",1612,"R",438
195164, 2,"R",1860,"R",17,"R",1459,"R",384
195164, 3,"R",1762,"R",15,"R",1458,"R",289
195164,11,"R",98,"R",2,"R",1,"R",95
195164,12,"R",1020,"R",813,"R",153,"R",54
195173, 1,"R",2848,"R",1437,"R",1385,"R",26
195173, 2,"R",2729,"R",1356,"R",1350,"R",23
195173, 3,"R",2713,"R",1346,"R",1348,"R",19
195173,11,"R",16,"R",10,"R",2,"R",4
195173,12,"R",119,"R",81,"R",35,"R",3
195191, 1,"R",389,"A",,"A",,"R",389
195191, 2,"R",389,"A",,"A",,"R",389
195191, 3,"R",389,"A",,"A",,"R",389
195216, 1,"R",2417,"R",379,"R",2005,"R",33
195216, 2,"R",2370,"R",365,"R",1974,"R",31
195216, 3,"R",2311,"R",307,"R",1973,"R",31
195216,11,"R",59,"R",58,"R",1,"R",0
195216,12,"R",47,"R",14,"R",31,"R",2
195234, 1,"R",4947,"R",314,"R",2818,"R",1815
195234, 2,"R",2774,"R",133,"R",2210,"R",431
195234, 3,"R",2332,"R",94,"R",2189,"R",49
195234,11,"R",442,"R",39,"R",21,"R",382
195234,12,"R",2173,"R",181,"R",608,"R",1384
195243, 1,"R",2150,"R",7,"R",650,"R",1493
195243, 2,"R",1922,"R",0,"R",544,"R",1378
195243, 3,"R",1642,"R",0,"R",536,"R",1106
195243,11,"R",280,"R",0,"R",8,"R",272
195243,12,"R",228,"R",7,"R",106,"R",115
195289, 1,"R",181,"A",,"A",,"R",181
195289, 2,"R",181,"A",,"A",,"R",181
195289, 3,"R",181,"A",,"A",,"R",181
195304, 1,"R",1607,"R",0,"R",0,"R",1607
195304, 2,"R",1389,"A",,"A",,"R",1389
195304, 3,"R",1387,"A",,"A",,"R",1387
195304,11,"R",2,"A",,"A",,"R",2
195304,12,"R",218,"R",0,"R",0,"R",218
195322, 1,"R",5304,"R",4357,"R",681,"R",266
195322, 2,"R",5304,"R",4357,"R",681,"R",266
195322, 3,"R",2285,"R",1725,"R",526,"R",34
195322,11,"R",3019,"R",2632,"R",155,"R",232
195438, 1,"R",242,"A",,"A",,"R",242
195438, 2,"R",224,"A",,"A",,"R",224
195438, 3,"R",224,"A",,"A",,"R",224
195438,12,"R",18,"A",,"A",,"R",18
195474, 1,"R",3645,"R",405,"R",3165,"R",75
195474, 2,"R",3494,"R",371,"R",3067,"R",56
195474, 3,"R",3377,"R",284,"R",3048,"R",45
195474,11,"R",117,"R",87,"R",19,"R",11
195474,12,"R",151,"R",34,"R",98,"R",19
195526, 1,"R",2649,"R",340,"R",2282,"R",27
195526, 2,"R",2649,"R",340,"R",2282,"R",27
195526, 3,"R",2638,"R",339,"R",2274,"R",25
195526,11,"R",11,"R",1,"R",8,"R",2
195544, 1,"R",5644,"R",937,"R",2988,"R",1719
195544, 2,"R",4268,"R",395,"R",2448,"R",1425
195544, 3,"R",4226,"R",371,"R",2446,"R",1409
195544,11,"R",42,"R",24,"R",2,"R",16
195544,12,"R",1376,"R",542,"R",540,"R",294
195580, 1,"R",94,"A",,"A",,"R",94
195580,12,"R",94,"A",,"A",,"R",94
195702, 1,"R",166,"R",0,"R",75,"R",91
195702, 2,"R",166,"R",0,"R",75,"R",91
195702, 3,"R",166,"R",0,"R",75,"R",91
195720, 1,"R",4026,"R",318,"R",2156,"R",1552
195720, 2,"R",2872,"R",116,"R",1479,"R",1277
195720, 3,"R",2841,"R",99,"R",1478,"R",1264
195720,11,"R",31,"R",17,"R",1,"R",13
195720,12,"R",1154,"R",202,"R",677,"R",275
195784, 1,"R",1040,"A",,"A",,"R",1040
195784, 2,"R",1040,"A",,"A",,"R",1040
195784, 3,"R",1040,"A",,"A",,"R",1040
195809, 1,"R",21434,"R",3077,"R",11879,"R",6478
195809, 2,"R",16622,"R",1385,"R",9224,"R",6013
195809, 3,"R",10729,"R",1367,"R",9210,"R",152
195809,11,"R",5893,"R",18,"R",14,"R",5861
195809,12,"R",4812,"R",1692,"R",2655,"R",465
195988, 1,"R",2052,"R",1132,"R",186,"R",734
195988, 2,"R",2052,"R",1132,"R",186,"R",734
195988, 3,"R",1193,"R",977,"R",178,"R",38
195988,11,"R",859,"R",155,"R",8,"R",696
196006, 1,"R",3977,"R",910,"R",1207,"R",1860
196006, 2,"R",3977,"R",910,"R",1207,"R",1860
196006, 3,"R",3836,"R",800,"R",1204,"R",1832
196006,11,"R",141,"R",110,"R",3,"R",28
196015, 1,"R",4611,"R",2679,"R",1917,"R",15
196015, 2,"R",4611,"R",2679,"R",1917,"R",15
196015, 3,"R",3405,"R",1486,"R",1908,"R",11
196015,11,"R",1206,"R",1193,"R",9,"R",4
196024, 1,"R",3438,"R",2036,"R",1363,"R",39
196024, 2,"R",3314,"R",1912,"R",1363,"R",39
196024, 3,"R",3256,"R",1867,"R",1351,"R",38
196024,11,"R",58,"R",45,"R",12,"R",1
196024,12,"R",124,"R",124,"R",0,"R",0
196033, 1,"R",2372,"R",403,"R",1769,"R",200
196033, 2,"R",2372,"R",403,"R",1769,"R",200
196033, 3,"R",2343,"R",386,"R",1764,"R",193
196033,11,"R",29,"R",17,"R",5,"R",7
196042, 1,"R",12415,"R",8093,"R",4244,"R",78
196042, 2,"R",12338,"R",8018,"R",4243,"R",77
196042, 3,"R",10848,"R",6677,"R",4124,"R",47
196042,11,"R",1490,"R",1341,"R",119,"R",30
196042,12,"R",77,"R",75,"R",1,"R",1
196051, 1,"R",2859,"R",813,"R",1783,"R",263
196051, 2,"R",2859,"R",813,"R",1783,"R",263
196051, 3,"R",2649,"R",763,"R",1779,"R",107
196051,11,"R",210,"R",50,"R",4,"R",156
196060, 1,"R",20071,"R",9059,"R",9985,"R",1027
196060, 2,"R",14932,"R",6687,"R",8188,"R",57
196060, 3,"R",14026,"R",5837,"R",8151,"R",38
196060,11,"R",906,"R",850,"R",37,"R",19
196060,12,"R",5139,"R",2372,"R",1797,"R",970
196079, 1,"R",19919,"R",2762,"R",13079,"R",4078
196079, 2,"R",15586,"R",2416,"R",11052,"R",2118
196079, 3,"R",15473,"R",2410,"R",11038,"R",2025
196079,11,"R",113,"R",6,"R",14,"R",93
196079,12,"R",4333,"R",346,"R",2027,"R",1960
196088, 1,"R",35847,"R",15203,"R",19247,"R",1397
196088, 2,"R",24923,"R",12051,"R",12682,"R",190
196088, 3,"R",23652,"R",10880,"R",12594,"R",178
196088,11,"R",1271,"R",1171,"R",88,"R",12
196088,12,"R",10924,"R",3152,"R",6565,"R",1207
196097, 1,"R",34254,"R",13734,"R",17495,"R",3025
196097, 2,"R",24125,"R",10231,"R",10869,"R",3025
196097, 3,"R",19838,"R",9002,"R",10836,"R",0
196097,11,"R",4287,"R",1229,"R",33,"R",3025
196097,12,"R",10129,"R",3503,"R",6626,"R",0
196103, 1,"R",2318,"R",316,"R",1726,"R",276
196103, 2,"R",1894,"R",289,"R",1518,"R",87
196103, 3,"R",1818,"R",232,"R",1502,"R",84
196103,11,"R",76,"R",57,"R",16,"R",3
196103,12,"R",424,"R",27,"R",208,"R",189
196112, 1,"R",3439,"R",2091,"R",1221,"R",127
196112, 2,"R",2493,"R",1300,"R",1157,"R",36
196112, 3,"R",2285,"R",1169,"R",1089,"R",27
196112,11,"R",208,"R",131,"R",68,"R",9
196112,12,"R",946,"R",791,"R",64,"R",91
196121, 1,"R",8882,"R",2464,"R",5804,"R",614
196121, 2,"R",7122,"R",1353,"R",5245,"R",524
196121, 3,"R",6971,"R",1253,"R",5219,"R",499
196121,11,"R",151,"R",100,"R",26,"R",25
196121,12,"R",1760,"R",1111,"R",559,"R",90
196130, 1,"R",9509,"R",3795,"R",5484,"R",230
196130, 2,"R",8164,"R",3217,"R",4795,"R",152
196130, 3,"R",7818,"R",2914,"R",4754,"R",150
196130,11,"R",346,"R",303,"R",41,"R",2
196130,12,"R",1345,"R",578,"R",689,"R",78
196149, 1,"R",7735,"R",1496,"R",6081,"R",158
196149, 2,"R",6927,"R",1035,"R",5806,"R",86
196149, 3,"R",6699,"R",809,"R",5804,"R",86
196149,11,"R",228,"R",226,"R",2,"R",0
196149,12,"R",808,"R",461,"R",275,"R",72
196158, 1,"R",4387,"R",374,"R",3893,"R",120
196158, 2,"R",4132,"R",298,"R",3739,"R",95
196158, 3,"R",4016,"R",205,"R",3722,"R",89
196158,11,"R",116,"R",93,"R",17,"R",6
196158,12,"R",255,"R",76,"R",154,"R",25
196167, 1,"R",5276,"R",935,"R",4300,"R",41
196167, 2,"R",5155,"R",835,"R",4283,"R",37
196167, 3,"R",5027,"R",717,"R",4282,"R",28
196167,11,"R",128,"R",118,"R",1,"R",9
196167,12,"R",121,"R",100,"R",17,"R",4
196176, 1,"R",8597,"R",4013,"R",4528,"R",56
196176, 2,"R",7455,"R",3295,"R",4126,"R",34
196176, 3,"R",6976,"R",2826,"R",4117,"R",33
196176,11,"R",479,"R",469,"R",9,"R",1
196176,12,"R",1142,"R",718,"R",402,"R",22
196185, 1,"R",7123,"R",5676,"R",1380,"R",67
196185, 2,"R",6442,"R",5069,"R",1318,"R",55
196185, 3,"R",6330,"R",4992,"R",1315,"R",23
196185,11,"R",112,"R",77,"R",3,"R",32
196185,12,"R",681,"R",607,"R",62,"R",12
196194, 1,"R",8882,"R",3046,"R",5711,"R",125
196194, 2,"R",7604,"R",2142,"R",5398,"R",64
196194, 3,"R",7229,"R",1771,"R",5394,"R",64
196194,11,"R",375,"R",371,"R",4,"R",0
196194,12,"R",1278,"R",904,"R",313,"R",61
196200, 1,"R",3442,"R",811,"R",2584,"R",47
196200, 2,"R",3058,"R",563,"R",2453,"R",42
196200, 3,"R",3005,"R",514,"R",2452,"R",39
196200,11,"R",53,"R",49,"R",1,"R",3
196200,12,"R",384,"R",248,"R",131,"R",5
196219, 1,"R",4243,"R",2728,"R",1496,"R",19
196219, 2,"R",4156,"R",2693,"R",1446,"R",17
196219, 3,"R",3757,"R",2310,"R",1430,"R",17
196219,11,"R",399,"R",383,"R",16,"R",0
196219,12,"R",87,"R",35,"R",50,"R",2
196228, 1,"R",403,"R",1,"R",399,"R",3
196228,12,"R",403,"R",1,"R",399,"R",3
196237, 1,"R",5954,"R",813,"R",4428,"R",713
196237, 2,"R",5532,"R",736,"R",4125,"R",671
196237, 3,"R",5124,"R",436,"R",4054,"R",634
196237,11,"R",408,"R",300,"R",71,"R",37
196237,12,"R",422,"R",77,"R",303,"R",42
196246, 1,"R",5906,"R",1683,"R",4098,"R",125
196246, 2,"R",5353,"R",1443,"R",3840,"R",70
196246, 3,"R",5005,"R",1120,"R",3823,"R",62
196246,11,"R",348,"R",323,"R",17,"R",8
196246,12,"R",553,"R",240,"R",258,"R",55
196255, 1,"R",2415,"R",420,"R",1353,"R",642
196255, 2,"R",323,"R",71,"R",140,"R",112
196255, 3,"R",321,"R",69,"R",140,"R",112
196255,11,"R",2,"R",2,"R",0,"R",0
196255,12,"R",2092,"R",349,"R",1213,"R",530
196264, 1,"R",16704,"R",9517,"R",4937,"R",2250
196264, 2,"R",13252,"R",6235,"R",4802,"R",2215
196264, 3,"R",11378,"R",4752,"R",4679,"R",1947
196264,11,"R",1874,"R",1483,"R",123,"R",268
196264,12,"R",3452,"R",3282,"R",135,"R",35
196291, 1,"R",1832,"R",185,"R",1579,"R",68
196291, 2,"R",1641,"R",63,"R",1514,"R",64
196291, 3,"R",1621,"R",48,"R",1511,"R",62
196291,11,"R",20,"R",15,"R",3,"R",2
196291,12,"R",191,"R",122,"R",65,"R",4
196307, 1,"R",1623,"R",166,"R",840,"R",617
196307, 2,"R",233,"R",85,"R",138,"R",10
196307, 3,"R",233,"R",85,"R",138,"R",10
196307,12,"R",1390,"R",81,"R",702,"R",607
196389, 1,"R",1108,"A",,"A",,"R",1108
196389, 2,"R",1108,"A",,"A",,"R",1108
196389, 3,"R",1108,"A",,"A",,"R",1108
196413, 1,"R",36566,"R",4554,"R",17872,"R",14140
196413, 2,"R",27719,"R",1013,"R",14093,"R",12613
196413, 3,"R",15055,"R",642,"R",14025,"R",388
196413,11,"R",12664,"R",371,"R",68,"R",12225
196413,12,"R",8847,"R",3541,"R",3779,"R",1527
196431, 1,"R",331,"A",,"A",,"R",331
196431, 2,"R",331,"A",,"A",,"R",331
196431, 3,"R",331,"A",,"A",,"R",331
196440, 1,"R",11,"A",,"A",,"R",11
196440, 2,"R",11,"A",,"A",,"R",11
196440, 3,"R",11,"A",,"A",,"R",11
196468, 1,"R",5963,"R",4081,"R",1848,"R",34
196468,12,"R",5963,"R",4081,"R",1848,"R",34
196565, 1,"R",7992,"R",1341,"R",1176,"R",5475
196565, 2,"R",7992,"R",1341,"R",1176,"R",5475
196565, 3,"R",1897,"R",795,"R",992,"R",110
196565,11,"R",6095,"R",546,"R",184,"R",5365
196583, 1,"R",62,"A",,"A",,"R",62
196583, 2,"R",62,"A",,"A",,"R",62
196583, 3,"R",62,"A",,"A",,"R",62
196592, 1,"R",14043,"R",6438,"R",5857,"R",1748
196592, 2,"R",6685,"R",3928,"R",2111,"R",646
196592, 3,"R",5682,"R",3469,"R",2063,"R",150
196592,11,"R",1003,"R",459,"R",48,"R",496
196592,12,"R",7358,"R",2510,"R",3746,"R",1102
196653, 1,"R",1692,"R",973,"R",700,"R",19
196653, 2,"R",1692,"R",973,"R",700,"R",19
196653, 3,"R",1634,"R",933,"R",683,"R",18
196653,11,"R",58,"R",40,"R",17,"R",1
196680, 1,"R",27368,"R",27368,"A",,"A",
196680, 2,"R",24688,"R",24688,"A",,"A",
196680, 3,"R",24688,"R",24688,"A",,"A",
196680,12,"R",2680,"R",2680,"A",,"A",
196699, 1,"R",3979,"R",1051,"R",1385,"R",1543
196699, 2,"R",3979,"R",1051,"R",1385,"R",1543
196699, 3,"R",1941,"R",591,"R",1210,"R",140
196699,11,"R",2038,"R",460,"R",175,"R",1403
196866, 1,"R",2115,"R",0,"R",0,"R",2115
196866, 2,"R",2115,"R",0,"R",0,"R",2115
196866, 3,"R",2098,"R",0,"R",0,"R",2098
196866,11,"R",17,"Z",0,"R",0,"R",17
196884, 1,"R",245,"R",245,"R",0,"R",0
196884,12,"R",245,"R",245,"R",0,"R",0
197018, 1,"R",3139,"A",,"A",,"R",3139
197018, 2,"R",2184,"A",,"A",,"R",2184
197018, 3,"R",2184,"A",,"A",,"R",2184
197018,12,"R",955,"A",,"A",,"R",955
197027, 1,"R",1063,"R",16,"R",0,"R",1047
197027, 2,"R",1047,"A",,"A",,"R",1047
197027, 3,"R",1047,"A",,"A",,"R",1047
197027,12,"R",16,"R",16,"R",0,"R",0
197036, 1,"R",4549,"A",,"A",,"R",4549
197036, 2,"R",4549,"A",,"A",,"R",4549
197036, 3,"R",4549,"A",,"A",,"R",4549
197045, 1,"R",6867,"R",3744,"R",2306,"R",817
197045, 2,"R",4755,"R",2230,"R",2045,"R",480
197045, 3,"R",4259,"R",1835,"R",2039,"R",385
197045,11,"R",496,"R",395,"R",6,"R",95
197045,12,"R",2112,"R",1514,"R",261,"R",337
197133, 1,"R",2481,"A",,"A",,"R",2481
197133, 2,"R",2481,"A",,"A",,"R",2481
197133, 3,"R",2467,"A",,"A",,"R",2467
197133,11,"R",14,"A",,"A",,"R",14
197142, 1,"R",555,"R",0,"R",555,"R",0
197142, 2,"R",555,"R",0,"R",555,"R",0
197142, 3,"R",548,"R",0,"R",548,"R",0
197142,11,"R",7,"R",0,"R",7,"R",0
197151, 1,"R",3937,"A",,"A",,"R",3937
197151, 2,"R",3395,"A",,"A",,"R",3395
197151, 3,"R",3395,"A",,"A",,"R",3395
197151,12,"R",542,"A",,"A",,"R",542
197197, 1,"R",2228,"R",0,"R",0,"R",2228
197197, 2,"R",1775,"R",0,"R",0,"R",1775
197197, 3,"R",1745,"R",0,"R",0,"R",1745
197197,11,"R",30,"R",0,"R",0,"R",30
197197,12,"R",453,"R",0,"R",0,"R",453
197221, 1,"R",102,"A",,"A",,"R",102
197221, 2,"R",102,"A",,"A",,"R",102
197221, 3,"R",102,"A",,"A",,"R",102
197230, 1,"R",364,"A",,"A",,"R",364
197230, 2,"R",364,"A",,"A",,"R",364
197230, 3,"R",363,"A",,"A",,"R",363
197230,11,"R",1,"A",,"A",,"R",1
197285, 1,"R",1555,"R",162,"R",246,"R",1147
197285, 2,"R",1555,"R",162,"R",246,"R",1147
197285, 3,"R",1150,"R",162,"R",246,"R",742
197285,11,"R",405,"R",0,"R",0,"R",405
197294, 1,"R",16984,"R",13395,"R",575,"R",3014
197294, 2,"R",16984,"R",13395,"R",575,"R",3014
197294, 3,"R",11337,"R",10660,"R",519,"R",158
197294,11,"R",5647,"R",2735,"R",56,"R",2856
197337, 1,"R",91,"A",,"A",,"R",91
197337, 2,"R",91,"A",,"A",,"R",91
197337, 3,"C",91,"A",,"A",,"C",91
197531, 1,"R",644,"A",,"A",,"R",644
197531, 2,"R",644,"A",,"A",,"R",644
197531, 3,"C",644,"A",,"A",,"C",644
197601, 1,"R",141,"A",,"A",,"R",141
197601, 2,"R",141,"A",,"A",,"R",141
197601, 3,"R",141,"A",,"A",,"R",141
197647, 1,"R",152,"A",,"A",,"R",152
197647, 2,"R",116,"A",,"A",,"R",116
197647, 3,"R",91,"A",,"A",,"R",91
197647,11,"R",25,"A",,"A",,"R",25
197647,12,"R",36,"A",,"A",,"R",36
197674, 1,"R",200,"A",,"A",,"R",200
197674, 2,"R",175,"A",,"A",,"R",175
197674, 3,"R",175,"A",,"A",,"R",175
197674,12,"R",25,"A",,"A",,"R",25
197692, 1,"R",125,"A",,"A",,"R",125
197692, 2,"R",97,"A",,"A",,"R",97
197692, 3,"R",97,"A",,"A",,"R",97
197692,12,"R",28,"A",,"A",,"R",28
197708, 1,"R",6531,"R",1052,"R",2426,"R",3053
197708, 2,"R",3305,"R",479,"R",581,"R",2245
197708, 3,"R",2821,"R",41,"R",579,"R",2201
197708,11,"R",484,"R",438,"R",2,"R",44
197708,12,"R",3226,"R",573,"R",1845,"R",808
197735, 1,"R",872,"A",,"A",,"R",872
197735, 2,"R",656,"A",,"A",,"R",656
197735, 3,"R",656,"A",,"A",,"R",656
197735,12,"R",216,"A",,"A",,"R",216
197744, 1,"R",303,"A",,"A",,"R",303
197744, 2,"R",245,"A",,"A",,"R",245
197744, 3,"R",237,"A",,"A",,"R",237
197744,11,"R",8,"A",,"A",,"R",8
197744,12,"R",58,"A",,"A",,"R",58
197814, 1,"R",3202,"R",2900,"R",246,"R",56
197814, 2,"R",3202,"R",2900,"R",246,"R",56
197814, 3,"R",2479,"R",2183,"R",242,"R",54
197814,11,"R",723,"R",717,"R",4,"R",2
197850, 1,"R",3972,"R",2058,"R",1481,"R",433
197850, 2,"R",3972,"R",2058,"R",1481,"R",433
197850, 3,"R",1906,"R",847,"R",792,"R",267
197850,11,"R",2066,"R",1211,"R",689,"R",166
197869, 1,"R",21706,"R",3219,"R",17950,"R",537
197869, 2,"R",19371,"R",2010,"R",16962,"R",399
197869, 3,"R",19181,"R",1883,"R",16918,"R",380
197869,11,"R",190,"R",127,"R",44,"R",19
197869,12,"R",2335,"R",1209,"R",988,"R",138
197887, 1,"R",9756,"R",3904,"R",4247,"R",1605
197887, 2,"R",9756,"R",3904,"R",4247,"R",1605
197887, 3,"R",7150,"R",2864,"R",3219,"R",1067
197887,11,"R",2606,"R",1040,"R",1028,"R",538
197911, 1,"R",1290,"R",170,"R",1030,"R",90
197911, 2,"R",1198,"R",155,"R",981,"R",62
197911, 3,"R",1085,"R",53,"R",972,"R",60
197911,11,"R",113,"R",102,"R",9,"R",2
197911,12,"R",92,"R",15,"R",49,"R",28
197966, 1,"R",1902,"R",574,"R",916,"R",412
197966, 2,"R",1902,"R",574,"R",916,"R",412
197966, 3,"R",1157,"R",490,"R",422,"R",245
197966,11,"R",745,"R",84,"R",494,"R",167
197984, 1,"R",1634,"R",0,"R",1096,"R",538
197984, 2,"R",1634,"R",0,"R",1096,"R",538
197984, 3,"R",1577,"R",0,"R",1077,"R",500
197984,11,"R",57,"R",0,"R",19,"R",38
197993, 1,"R",241,"R",241,"R",0,"R",0
197993, 2,"R",241,"R",241,"R",0,"R",0
197993, 3,"R",241,"R",241,"R",0,"R",0
198011, 1,"R",1468,"R",1051,"R",314,"R",103
198011, 2,"R",1468,"R",1051,"R",314,"R",103
198011, 3,"R",1277,"R",922,"R",271,"R",84
198011,11,"R",191,"R",129,"R",43,"R",19
198039, 1,"R",3225,"R",1420,"R",1279,"R",526
198039, 2,"R",3225,"R",1420,"R",1279,"R",526
198039, 3,"R",2986,"R",1236,"R",1252,"R",498
198039,11,"R",239,"R",184,"R",27,"R",28
198066, 1,"R",809,"R",9,"R",420,"R",380
198066, 2,"R",809,"R",9,"R",420,"R",380
198066, 3,"R",792,"R",1,"R",420,"R",371
198066,11,"R",17,"R",8,"R",0,"R",9
198084, 1,"R",2149,"R",2069,"R",43,"R",37
198084, 2,"R",2149,"R",2069,"R",43,"R",37
198084, 3,"R",1260,"R",1193,"R",43,"R",24
198084,11,"R",889,"R",876,"R",0,"R",13
198109, 1,"R",632,"R",122,"R",425,"R",85
198109, 2,"R",525,"R",87,"R",353,"R",85
198109, 3,"R",522,"R",86,"R",353,"R",83
198109,11,"R",3,"R",1,"R",0,"R",2
198109,12,"R",107,"R",35,"R",72,"R",0
198118, 1,"R",4808,"R",1682,"R",2074,"R",1052
198118, 2,"R",4808,"R",1682,"R",2074,"R",1052
198118, 3,"R",3178,"R",1205,"R",1509,"R",464
198118,11,"R",1630,"R",477,"R",565,"R",588
198136, 1,"R",6724,"R",669,"R",3266,"R",2789
198136, 2,"R",4287,"R",564,"R",2595,"R",1128
198136, 3,"R",4229,"R",549,"R",2581,"R",1099
198136,11,"R",58,"R",15,"R",14,"R",29
198136,12,"R",2437,"R",105,"R",671,"R",1661
198154, 1,"R",16627,"R",6479,"R",1157,"R",8991
198154, 2,"R",16627,"R",6479,"R",1157,"R",8991
198154, 3,"R",10912,"R",5709,"R",707,"R",4496
198154,11,"R",5715,"R",770,"R",450,"R",4495
198190, 1,"R",51,"A",,"A",,"R",51
198190, 2,"R",51,"A",,"A",,"R",51
198190, 3,"C",51,"A",,"A",,"C",51
198206, 1,"R",1863,"R",774,"R",780,"R",309
198206, 2,"R",1863,"R",774,"R",780,"R",309
198206, 3,"R",1524,"R",518,"R",732,"R",274
198206,11,"R",339,"R",256,"R",48,"R",35
198215, 1,"R",1518,"R",338,"R",1022,"R",158
198215, 2,"R",1479,"R",308,"R",1022,"R",149
198215, 3,"R",1366,"R",231,"R",1013,"R",122
198215,11,"R",113,"R",77,"R",9,"R",27
198215,12,"R",39,"R",30,"R",0,"R",9
198233, 1,"R",5754,"R",4749,"R",855,"R",150
198233, 2,"R",5754,"R",4749,"R",855,"R",150
198233, 3,"R",4334,"R",3403,"R",791,"R",140
198233,11,"R",1420,"R",1346,"R",64,"R",10
198251, 1,"R",6828,"R",4552,"R",1747,"R",529
198251, 2,"R",6828,"R",4552,"R",1747,"R",529
198251, 3,"R",4170,"R",2289,"R",1438,"R",443
198251,11,"R",2658,"R",2263,"R",309,"R",86
198260, 1,"R",22842,"R",21926,"R",878,"R",38
198260, 2,"R",22842,"R",21926,"R",878,"R",38
198260, 3,"R",18798,"R",17963,"R",812,"R",23
198260,11,"R",4044,"R",3963,"R",66,"R",15
198303, 1,"R",1155,"R",39,"R",1091,"R",25
198303, 2,"R",1142,"R",26,"R",1091,"R",25
198303, 3,"R",1132,"R",18,"R",1090,"R",24
198303,11,"R",10,"R",8,"R",1,"R",1
198303,12,"R",13,"R",13,"R",0,"R",0
198321, 1,"R",3308,"R",3130,"R",142,"R",36
198321, 2,"R",3308,"R",3130,"R",142,"R",36
198321, 3,"R",2491,"R",2315,"R",140,"R",36
198321,11,"R",817,"R",815,"R",2,"R",0
198330, 1,"R",5022,"R",2682,"R",1904,"R",436
198330, 2,"R",5022,"R",2682,"R",1904,"R",436
198330, 3,"R",4085,"R",2074,"R",1714,"R",297
198330,11,"R",937,"R",608,"R",190,"R",139
198367, 1,"R",3520,"R",2293,"R",1004,"R",223
198367, 2,"R",3520,"R",2293,"R",1004,"R",223
198367, 3,"R",2410,"R",1469,"R",775,"R",166
198367,11,"R",1110,"R",824,"R",229,"R",57
198376, 1,"R",4764,"R",1502,"R",2107,"R",1155
198376, 2,"R",4764,"R",1502,"R",2107,"R",1155
198376, 3,"R",3196,"R",1019,"R",1565,"R",612
198376,11,"R",1568,"R",483,"R",542,"R",543
198385, 1,"R",2029,"R",119,"R",1817,"R",93
198385, 2,"R",2029,"R",119,"R",1817,"R",93
198385, 3,"R",2025,"R",119,"R",1817,"R",89
198385,11,"R",4,"R",0,"R",0,"R",4
198419, 1,"R",18120,"R",3539,"R",12308,"R",2273
198419, 2,"R",7020,"R",1517,"R",5434,"R",69
198419, 3,"R",6966,"R",1511,"R",5429,"R",26
198419,11,"R",54,"R",6,"R",5,"R",43
198419,12,"R",11100,"R",2022,"R",6874,"R",2204
198455, 1,"R",7567,"R",7097,"R",397,"R",73
198455, 2,"R",7567,"R",7097,"R",397,"R",73
198455, 3,"R",6272,"R",5806,"R",393,"R",73
198455,11,"R",1295,"R",1291,"R",4,"R",0
198464, 1,"R",32009,"R",13031,"R",17764,"R",1214
198464, 2,"R",25267,"R",8406,"R",16594,"R",267
198464, 3,"R",23410,"R",6667,"R",16482,"R",261
198464,11,"R",1857,"R",1739,"R",112,"R",6
198464,12,"R",6742,"R",4625,"R",1170,"R",947
198491, 1,"R",2073,"R",1519,"R",376,"R",178
198491, 2,"R",2073,"R",1519,"R",376,"R",178
198491, 3,"R",1844,"R",1329,"R",339,"R",176
198491,11,"R",229,"R",190,"R",37,"R",2
198507, 1,"R",2351,"R",745,"R",1530,"R",76
198507, 2,"R",2241,"R",679,"R",1491,"R",71
198507, 3,"R",1979,"R",462,"R",1471,"R",46
198507,11,"R",262,"R",217,"R",20,"R",25
198507,12,"R",110,"R",66,"R",39,"R",5
198516, 1,"R",7461,"R",0,"R",890,"R",6571
198516, 2,"R",6477,"R",0,"R",890,"R",5587
198516, 3,"R",6477,"R",0,"R",890,"R",5587
198516,12,"R",984,"A",,"A",,"R",984
198534, 1,"R",15178,"R",9749,"R",3969,"R",1460
198534, 2,"R",15178,"R",9749,"R",3969,"R",1460
198534, 3,"R",13499,"R",8406,"R",3661,"R",1432
198534,11,"R",1679,"R",1343,"R",308,"R",28
198543, 1,"R",8658,"R",4685,"R",3673,"R",300
198543, 2,"R",7160,"R",3523,"R",3405,"R",232
198543, 3,"R",6106,"R",2933,"R",3048,"R",125
198543,11,"R",1054,"R",590,"R",357,"R",107
198543,12,"R",1498,"R",1162,"R",268,"R",68
198552, 1,"R",10038,"R",7156,"R",2018,"R",864
198552, 2,"R",10038,"R",7156,"R",2018,"R",864
