UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
177250,"R",124,"R",6390260,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",907466,"R",28,"R",2310134,"R",13,"R",678343,"R",9,"R",449771,"R",10,"R",446577,"Z",0,"Z",0,"R",10,"R",324150,"R",3,"R",129840,"R",28,"R",1053000,"R",2,"R",90979,"Z",0,"Z",0
177278,"R",16,"R",905514,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",116899,"R",2,"R",175947,"R",1,"R",63540,"R",1,"R",56100,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",64552,"Z",0,"Z",0,"R",7,"R",428476,"Z",0,"Z",0,"Z",0,"Z",0
177302,"R",52,"R",2620143,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",593030,"R",8,"R",415680,"R",1,"R",70555,"R",2,"R",132176,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1186102,"R",5,"R",222600,"Z",0,"Z",0,"Z",0,"Z",0
177339,"R",200,"R",9753754,"Z",0,"Z",0,"Z",0,"Z",0,"R",44,"R",2947328,"R",36,"R",2368187,"R",5,"R",266743,"R",4,"R",192595,"R",26,"R",1066643,"R",3,"R",158323,"R",34,"R",939848,"R",3,"R",155382,"R",30,"R",1090886,"R",15,"R",567819,"Z",0,"Z",0
177418,"R",100,"R",5650866,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",640949,"R",30,"R",2632680,"R",2,"R",91538,"R",4,"R",200951,"R",26,"R",1137129,"R",1,"R",43000,"R",7,"R",250780,"Z",0,"Z",0,"R",17,"R",653839,"Z",0,"Z",0,"Z",0,"Z",0
177472,"R",380,"R",19881061,"Z",0,"Z",0,"Z",0,"Z",0,"R",65,"R",2857828,"R",100,"R",7793822,"R",15,"R",769146,"R",37,"R",2102707,"R",33,"R",1513050,"R",2,"R",94494,"R",70,"R",2419721,"R",4,"R",163052,"R",50,"R",1963921,"R",2,"R",115000,"R",2,"R",88320
177542,"R",71,"R",2742168,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",114873,"R",23,"R",1189474,"R",3,"R",102573,"R",3,"R",87463,"R",16,"R",573243,"R",4,"R",82453,"R",2,"R",62345,"Z",0,"Z",0,"R",17,"R",529744,"Z",0,"Z",0,"Z",0,"Z",0
177551,"R",158,"R",7552472,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",624300,"R",44,"R",3482684,"R",3,"R",206910,"R",10,"R",463482,"R",24,"R",959237,"R",1,"R",49000,"R",20,"R",733021,"Z",0,"Z",0,"R",33,"R",890478,"R",2,"R",76069,"R",2,"R",67291
177676,"R",179,"R",9079775,"R",1,"R",65912,"Z",0,"Z",0,"R",14,"R",528789,"R",35,"R",3115433,"R",6,"R",298315,"R",15,"R",816930,"R",13,"R",639402,"R",1,"R",51839,"R",22,"R",767127,"R",1,"R",31969,"R",62,"R",2413413,"R",8,"R",298807,"R",1,"R",51839
177719,"R",59,"R",4401608,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",820781,"R",18,"R",1982974,"R",8,"R",546204,"R",4,"R",317181,"R",4,"R",245094,"R",4,"R",260470,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",228904,"Z",0,"Z",0,"Z",0,"Z",0
177746,"R",85,"R",5393505,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",728242,"R",15,"R",1632783,"R",7,"R",474892,"R",7,"R",393725,"R",15,"R",1078809,"Z",0,"Z",0,"R",17,"R",622916,"Z",0,"Z",0,"R",10,"R",462138,"Z",0,"Z",0,"Z",0,"Z",0
177816,"R",34,"R",1222433,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",181473,"R",5,"R",198459,"R",4,"R",194066,"R",1,"R",51350,"R",4,"R",145695,"Z",0,"Z",0,"R",13,"R",335743,"Z",0,"Z",0,"R",3,"R",115647,"Z",0,"Z",0,"Z",0,"Z",0
177834,"R",457,"R",30907627,"R",15,"R",872237,"Z",0,"Z",0,"R",54,"R",3080258,"R",58,"R",10237248,"R",68,"R",4555609,"R",43,"R",2777234,"R",15,"R",985714,"R",3,"R",157497,"R",67,"R",2345782,"Z",0,"Z",0,"R",115,"R",5113976,"R",17,"R",710042,"R",2,"R",72030
177940,"R",264,"R",12982894,"R",20,"R",1455792,"R",5,"R",341308,"R",44,"R",1720724,"R",35,"R",3028949,"R",18,"R",865524,"R",24,"R",1017943,"R",31,"R",1440132,"R",3,"R",146200,"R",20,"R",769339,"Z",0,"Z",0,"R",45,"R",1509411,"R",18,"R",658123,"R",1,"R",29449
177968,"R",437,"R",26282670,"Z",0,"Z",0,"Z",0,"Z",0,"R",88,"R",4652733,"R",67,"R",6864456,"R",44,"R",2554122,"R",27,"R",1631161,"R",114,"R",6095316,"Z",0,"Z",0,"R",57,"R",2405001,"Z",0,"Z",0,"R",40,"R",2079881,"Z",0,"Z",0,"Z",0,"Z",0
177977,"R",81,"R",4424507,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",386975,"R",20,"R",1758523,"R",12,"R",659895,"R",6,"R",284249,"R",4,"R",182329,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",208497,"R",15,"R",616882,"R",10,"R",327157,"Z",0,"Z",0
177986,"R",182,"R",13256461,"Z",0,"Z",0,"R",2,"R",80000,"R",46,"R",2681709,"R",52,"R",6419323,"R",12,"R",942745,"R",13,"R",669102,"R",4,"R",84406,"R",8,"R",306632,"R",7,"R",356204,"Z",0,"Z",0,"R",31,"R",1315929,"R",6,"R",356273,"R",1,"R",44138
177995,"R",502,"R",28097982,"R",5,"R",293024,"Z",0,"Z",0,"R",32,"R",1771676,"R",102,"R",8717991,"R",11,"R",621894,"R",51,"R",2727833,"R",89,"R",4732919,"Z",0,"Z",0,"R",29,"R",1336978,"Z",0,"Z",0,"R",155,"R",6787891,"R",26,"R",1034447,"R",2,"R",73329
178059,"R",295,"R",23122320,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",92848,"R",94,"R",10857045,"R",29,"R",1828474,"R",47,"R",3711465,"R",69,"R",3911207,"R",6,"R",400119,"R",22,"R",1010963,"R",1,"R",54631,"R",20,"R",981889,"R",5,"R",273679,"Z",0,"Z",0
178183,"R",11,"R",504000,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",177000,"R",3,"R",186000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",141000,"Z",0,"Z",0,"Z",0,"Z",0
178208,"R",84,"R",3681722,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",124985,"R",15,"R",1050337,"R",6,"R",318358,"R",3,"R",183762,"R",18,"R",711815,"Z",0,"Z",0,"R",7,"R",202576,"R",2,"R",74033,"R",23,"R",774768,"R",7,"R",241088,"Z",0,"Z",0
178217,"R",84,"R",4083705,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",633746,"R",22,"R",1530613,"R",2,"R",109878,"R",8,"R",347388,"R",5,"R",260875,"Z",0,"Z",0,"R",8,"R",210300,"Z",0,"Z",0,"R",26,"R",990905,"Z",0,"Z",0,"Z",0,"Z",0
178244,"R",169,"R",8031396,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",199267,"R",27,"R",2128739,"R",14,"R",689879,"R",5,"R",246293,"R",57,"R",2446640,"R",7,"R",285001,"R",13,"R",423677,"Z",0,"Z",0,"R",37,"R",1415168,"R",3,"R",137086,"R",2,"R",59646
178341,"R",310,"R",13372645,"Z",0,"Z",0,"Z",0,"Z",0,"R",45,"R",1870968,"R",28,"R",2718023,"R",8,"R",421577,"R",19,"R",915293,"R",48,"R",2372306,"R",8,"R",299318,"R",52,"R",1472193,"R",2,"R",99500,"R",81,"R",2471975,"R",19,"R",731492,"Z",0,"Z",0
178369,"R",107,"R",4926253,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",672084,"R",12,"R",937132,"R",1,"R",61800,"R",4,"R",183558,"R",35,"R",1500673,"R",1,"R",48000,"R",24,"R",761475,"Z",0,"Z",0,"R",18,"R",761531,"Z",0,"Z",0,"Z",0,"Z",0
178387,"R",254,"R",12238953,"Z",0,"Z",0,"Z",0,"Z",0,"R",48,"R",2033413,"R",29,"R",2848662,"R",10,"R",600258,"R",20,"R",1119104,"R",45,"R",2336438,"R",1,"R",47000,"R",37,"R",1010109,"Z",0,"Z",0,"R",53,"R",1842027,"R",11,"R",401942,"Z",0,"Z",0
178396,"R",4695,"R",275350675,"R",56,"R",4474101,"R",149,"R",11191317,"R",198,"R",10048600,"R",456,"R",55985822,"R",455,"R",26367305,"R",1005,"R",54808247,"R",576,"R",35547889,"R",195,"R",9350675,"R",483,"R",18668880,"R",22,"R",1003942,"R",749,"R",30199924,"R",248,"R",12074360,"R",103,"R",5629613
178402,"R",1231,"R",75199130,"R",13,"R",1224465,"Z",0,"Z",0,"R",82,"R",4336057,"R",175,"R",21274454,"R",178,"R",10521913,"R",177,"R",10652993,"R",213,"R",10966750,"R",27,"R",1293544,"R",98,"R",3846771,"R",1,"R",48000,"R",215,"R",8355550,"R",39,"R",2135691,"R",13,"R",542942
178411,"R",750,"R",39357920,"R",8,"R",591646,"Z",0,"Z",0,"R",27,"R",1438689,"R",88,"R",10481523,"R",72,"R",3774664,"R",119,"R",6448216,"R",113,"R",4862551,"R",12,"R",686252,"R",125,"R",4137407,"Z",0,"Z",0,"R",142,"R",5133695,"R",42,"R",1748885,"R",2,"R",54392
178420,"R",837,"R",48440652,"R",10,"R",844726,"Z",0,"Z",0,"R",33,"R",1450944,"R",130,"R",14289261,"R",132,"R",7266627,"R",108,"R",6114967,"R",200,"R",9568644,"R",17,"R",680160,"R",76,"R",2803517,"Z",0,"Z",0,"R",98,"R",3970067,"R",31,"R",1352083,"R",2,"R",99656
178439,"R",507,"R",39441827,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",1007299,"R",86,"R",11682853,"R",109,"R",6914742,"R",199,"R",13575690,"R",57,"R",4402304,"Z",0,"Z",0,"R",1,"R",33717,"R",5,"R",353819,"R",29,"R",1337056,"Z",0,"Z",0,"R",4,"R",134347
178448,"R",169,"R",7223405,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",1166353,"R",30,"R",2209348,"R",12,"R",574500,"R",13,"R",524920,"R",17,"R",667480,"Z",0,"Z",0,"R",20,"R",541458,"R",1,"R",34350,"R",45,"R",1339364,"R",3,"R",125632,"R",1,"R",40000
178518,"R",16,"R",727421,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",220935,"R",1,"R",72100,"R",1,"R",89400,"R",2,"R",96168,"R",2,"R",100626,"Z",0,"Z",0,"R",1,"R",31114,"Z",0,"Z",0,"R",3,"R",117078,"Z",0,"Z",0,"Z",0,"Z",0
178615,"R",353,"R",16564574,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",2376689,"R",26,"R",3038029,"R",20,"R",909533,"R",24,"R",1288232,"R",91,"R",4106950,"R",4,"R",169900,"R",49,"R",1395207,"Z",0,"Z",0,"R",61,"R",1783201,"R",38,"R",1279402,"R",7,"R",217431
178624,"R",476,"R",25421017,"Z",0,"Z",0,"Z",0,"Z",0,"R",61,"R",2876737,"R",32,"R",4108910,"R",76,"R",4270559,"R",26,"R",1532364,"R",43,"R",2590673,"R",10,"R",527084,"R",93,"R",3354276,"R",8,"R",375699,"R",72,"R",3082739,"R",35,"R",1793814,"R",20,"R",908162
178679,"R",73,"R",2851866,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",588109,"R",20,"R",1185886,"R",3,"R",107754,"R",2,"R",66802,"R",4,"R",191329,"Z",0,"Z",0,"R",16,"R",407347,"R",1,"R",33955,"R",8,"R",215858,"R",2,"R",54826,"Z",0,"Z",0
178697,"R",234,"R",14101685,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",1729983,"R",24,"R",2973753,"R",8,"R",556328,"R",10,"R",910071,"R",14,"R",749798,"R",2,"R",124754,"R",69,"R",2889467,"R",4,"R",204143,"R",23,"R",1132351,"R",44,"R",2178780,"R",13,"R",652257
178721,"R",352,"R",18196491,"Z",0,"Z",0,"Z",0,"Z",0,"R",119,"R",5388460,"R",37,"R",3900558,"R",54,"R",2527382,"R",26,"R",1511495,"R",37,"R",1936592,"R",1,"R",54999,"R",33,"R",1041477,"Z",0,"Z",0,"R",38,"R",1494480,"R",7,"R",341048,"Z",0,"Z",0
178767,"R",7,"R",339309,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",172344,"R",2,"R",95874,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",31416,"R",1,"R",39675,"Z",0,"Z",0,"Z",0,"Z",0
178891,"R",79,"R",5098332,"Z",0,"Z",0,"Z",0,"Z",0,"R",32,"R",1780256,"R",4,"R",772183,"R",21,"R",1342470,"R",6,"R",396556,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",353961,"Z",0,"Z",0,"R",10,"R",452906,"Z",0,"Z",0,"Z",0,"Z",0
178989,"R",17,"R",1346431,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",578633,"R",2,"R",380200,"R",3,"R",202725,"Z",0,"Z",0,"R",1,"R",79824,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",105049,"Z",0,"Z",0,"Z",0,"Z",0
179043,"R",243,"R",13983802,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",940311,"R",37,"R",4114254,"R",30,"R",1736205,"R",19,"R",1107175,"R",44,"R",2098698,"R",3,"R",125303,"R",34,"R",1521732,"Z",0,"Z",0,"R",48,"R",1911688,"R",8,"R",428436,"Z",0,"Z",0
179159,"R",1366,"R",90432696,"R",23,"R",1299811,"R",15,"R",1464555,"R",24,"R",1471767,"R",352,"R",36683835,"R",206,"R",12165378,"R",68,"R",4190504,"R",107,"R",9016949,"R",27,"R",1362854,"R",268,"R",10841936,"Z",0,"Z",0,"R",245,"R",10540032,"R",1,"R",51043,"R",30,"R",1344032
179256,"R",10,"R",500610,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",175770,"R",2,"R",162510,"R",1,"R",45760,"R",1,"R",40000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",76570,"Z",0,"Z",0,"Z",0,"Z",0
179265,"R",166,"R",11381289,"R",15,"R",1010830,"Z",0,"Z",0,"R",8,"R",429752,"R",39,"R",4990065,"R",9,"R",724593,"R",20,"R",1022657,"R",32,"R",1588958,"R",1,"R",52000,"R",20,"R",563057,"Z",0,"Z",0,"R",18,"R",809896,"R",4,"R",189481,"Z",0,"Z",0
179308,"R",696,"R",39559625,"Z",0,"Z",0,"Z",0,"Z",0,"R",53,"R",2467501,"R",122,"R",11222203,"R",139,"R",7206165,"R",63,"R",4108860,"R",3,"R",266024,"R",2,"R",105083,"R",90,"R",3583491,"Z",0,"Z",0,"R",187,"R",8019789,"R",34,"R",2411093,"R",3,"R",169416
179317,"R",12,"R",796070,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",113000,"R",1,"R",185000,"R",2,"R",140000,"Z",0,"Z",0,"R",1,"R",80000,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",140000,"R",2,"R",138070,"Z",0,"Z",0,"Z",0,"Z",0
179326,"R",173,"R",7376020,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",421015,"R",45,"R",2987356,"R",14,"R",533329,"R",8,"R",362220,"R",31,"R",1366452,"Z",0,"Z",0,"R",29,"R",720484,"Z",0,"Z",0,"R",32,"R",882495,"R",3,"R",102669,"Z",0,"Z",0
179344,"R",85,"R",3877413,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",637744,"R",10,"R",728531,"R",5,"R",241973,"R",11,"R",559105,"R",14,"R",595739,"R",2,"R",97575,"R",13,"R",416545,"R",1,"R",48755,"R",16,"R",551446,"Z",0,"Z",0,"Z",0,"Z",0
179511,"R",9,"R",565000,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",100000,"R",2,"R",150000,"R",2,"R",150000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",165000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
179539,"R",166,"R",8181453,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",85500,"R",9,"R",968842,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",55000,"Z",0,"Z",0,"R",16,"R",474138,"Z",0,"Z",0,"R",138,"R",6597973,"Z",0,"Z",0,"Z",0,"Z",0
179548,"R",122,"R",5404655,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",412338,"R",19,"R",2140610,"R",29,"R",1014475,"R",4,"R",201695,"R",10,"R",378630,"Z",0,"Z",0,"R",41,"R",1057447,"Z",0,"Z",0,"R",5,"R",199460,"Z",0,"Z",0,"Z",0,"Z",0
179557,"R",624,"R",30413343,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",1732572,"R",59,"R",6180889,"R",118,"R",5594802,"R",33,"R",1766933,"R",115,"R",5865117,"R",6,"R",334994,"R",87,"R",2743919,"Z",0,"Z",0,"R",95,"R",2903250,"R",48,"R",2337244,"R",24,"R",953623
179566,"R",1257,"R",63931748,"R",3,"R",259473,"Z",0,"Z",0,"R",149,"R",7223965,"R",95,"R",10647991,"R",159,"R",8700214,"R",117,"R",6792516,"R",196,"R",10779433,"R",33,"R",2090120,"R",172,"R",5533018,"R",8,"R",312231,"R",246,"R",8310945,"R",70,"R",2892323,"R",9,"R",389519
179645,"R",100,"R",4619607,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",550780,"R",9,"R",888896,"R",7,"R",303364,"R",9,"R",404339,"R",24,"R",976744,"Z",0,"Z",0,"R",3,"R",113559,"R",5,"R",173237,"R",26,"R",961403,"R",6,"R",247285,"Z",0,"Z",0
179715,"R",79,"R",3394893,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",433860,"R",9,"R",795060,"R",10,"R",407281,"R",7,"R",285320,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",225201,"R",3,"R",98461,"R",30,"R",1149710,"Z",0,"Z",0,"Z",0,"Z",0
179812,"R",195,"R",13655646,"R",3,"R",190100,"Z",0,"Z",0,"R",13,"R",647714,"R",33,"R",6719663,"R",33,"R",1342747,"R",27,"R",1097840,"R",12,"R",806692,"Z",0,"Z",0,"R",37,"R",1590908,"R",2,"R",62795,"R",23,"R",629939,"R",12,"R",567248,"Z",0,"Z",0
179867,"R",3477,"R",268637419,"R",211,"R",13712735,"Z",0,"Z",0,"R",123,"R",7416336,"R",582,"R",79237649,"R",693,"R",52040798,"R",621,"R",45952440,"R",270,"R",19871389,"R",34,"R",2694916,"R",182,"R",8489515,"R",8,"R",394480,"R",606,"R",29152899,"R",138,"R",9103669,"R",9,"R",570593
179894,"R",447,"R",25076605,"Z",0,"Z",0,"Z",0,"Z",0,"R",67,"R",3149690,"R",102,"R",9508435,"R",66,"R",3443682,"R",31,"R",1635061,"R",79,"R",3704304,"R",1,"R",60600,"R",12,"R",403427,"Z",0,"Z",0,"R",76,"R",2683567,"R",13,"R",487839,"Z",0,"Z",0
179946,"R",104,"R",6466368,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",1224278,"R",29,"R",2957940,"R",4,"R",195970,"R",11,"R",586813,"R",19,"R",796151,"R",1,"R",87600,"R",4,"R",228500,"Z",0,"Z",0,"R",5,"R",248508,"R",4,"R",140608,"Z",0,"Z",0
179955,"R",132,"R",7337079,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",602557,"R",27,"R",2733939,"R",14,"R",709317,"R",6,"R",288787,"R",40,"R",1816441,"Z",0,"Z",0,"R",5,"R",168046,"Z",0,"Z",0,"R",18,"R",643085,"R",9,"R",374907,"Z",0,"Z",0
179964,"R",140,"R",6495414,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",204835,"R",30,"R",2617984,"R",8,"R",342130,"R",12,"R",472082,"R",26,"R",1033416,"R",1,"R",71768,"R",15,"R",371529,"R",11,"R",416795,"R",21,"R",654845,"R",10,"R",310030,"Z",0,"Z",0
180054,"R",65,"R",2823130,"R",1,"R",70000,"R",2,"R",71225,"R",20,"R",775980,"R",5,"R",540701,"R",9,"R",362205,"R",4,"R",197563,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",290574,"R",1,"R",27414,"R",14,"R",487468,"Z",0,"Z",0,"Z",0,"Z",0
180106,"R",127,"R",6574298,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",550955,"R",36,"R",2725396,"R",15,"R",801273,"R",10,"R",482363,"R",22,"R",945536,"R",3,"R",87260,"R",17,"R",499616,"Z",0,"Z",0,"R",8,"R",251472,"R",2,"R",107402,"R",2,"R",123025
180151,"R",23,"R",1048941,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",36000,"R",10,"R",557417,"R",3,"R",118939,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",197212,"Z",0,"Z",0,"R",4,"R",139373,"Z",0,"Z",0,"Z",0,"Z",0
180160,"R",37,"R",1713156,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",320149,"R",4,"R",325951,"R",3,"R",171900,"R",2,"R",114375,"R",4,"R",258484,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",368682,"R",5,"R",153615,"Z",0,"Z",0
180179,"R",272,"R",13119778,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",311805,"R",75,"R",5370368,"R",30,"R",1178645,"R",20,"R",1013212,"R",48,"R",1967322,"R",1,"R",43255,"R",39,"R",1318810,"R",5,"R",228925,"R",33,"R",1041080,"R",11,"R",616612,"R",1,"R",29744
180197,"R",110,"R",5979372,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",406802,"R",28,"R",2306849,"R",9,"R",430064,"R",10,"R",521693,"R",15,"R",785260,"R",3,"R",152024,"R",12,"R",449138,"R",2,"R",64064,"R",18,"R",699969,"R",4,"R",163509,"Z",0,"Z",0
180203,"R",32,"R",1850460,"R",3,"R",110240,"R",1,"R",101920,"R",8,"R",358529,"R",7,"R",668000,"R",2,"R",93350,"R",2,"R",186160,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",129149,"R",1,"R",39520,"R",4,"R",163592,"Z",0,"Z",0,"Z",0,"Z",0
180212,"R",46,"R",2250440,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",985545,"R",5,"R",381861,"R",3,"R",132112,"R",2,"R",133389,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",131142,"Z",0,"Z",0,"R",5,"R",176641,"R",8,"R",309750,"Z",0,"Z",0
180249,"R",59,"R",2949983,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",959704,"R",11,"R",851906,"R",6,"R",301005,"R",5,"R",249258,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",171644,"R",3,"R",104629,"R",9,"R",311837,"Z",0,"Z",0,"Z",0,"Z",0
180258,"R",89,"R",4460571,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",224161,"R",24,"R",2059263,"R",5,"R",236488,"Z",0,"Z",0,"R",24,"R",927174,"R",3,"R",109136,"R",10,"R",302884,"Z",0,"Z",0,"R",17,"R",601465,"Z",0,"Z",0,"Z",0,"Z",0
180276,"R",46,"R",2292931,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",119717,"R",15,"R",986487,"R",7,"R",308475,"R",4,"R",273847,"R",2,"R",84951,"Z",0,"Z",0,"R",2,"R",55078,"R",1,"R",39674,"R",6,"R",220799,"R",5,"R",203903,"Z",0,"Z",0
180328,"R",58,"R",2615133,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",571501,"R",6,"R",440294,"R",3,"R",130270,"R",4,"R",192171,"R",4,"R",188219,"Z",0,"Z",0,"R",16,"R",517005,"R",1,"R",35110,"R",8,"R",409989,"R",1,"R",49912,"R",2,"R",80662
180373,"R",48,"R",2131777,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",156966,"R",13,"R",868824,"R",6,"R",255846,"R",2,"R",87882,"R",4,"R",157000,"Z",0,"Z",0,"R",9,"R",296212,"Z",0,"Z",0,"R",11,"R",309047,"Z",0,"Z",0,"Z",0,"Z",0
180416,"R",242,"R",12895155,"R",44,"R",3101416,"Z",0,"Z",0,"R",17,"R",710702,"R",33,"R",3052602,"R",20,"R",869682,"R",24,"R",1192042,"R",26,"R",1190358,"R",1,"R",74285,"R",31,"R",923432,"R",6,"R",202717,"R",26,"R",859032,"R",14,"R",718887,"Z",0,"Z",0
180461,"R",1897,"R",110146120,"R",261,"R",15374587,"R",153,"R",9510873,"R",104,"R",4721578,"R",209,"R",18984365,"R",258,"R",15875861,"R",175,"R",11967742,"R",154,"R",8761841,"R",35,"R",2294251,"R",270,"R",10663337,"R",7,"R",223679,"R",189,"R",7552664,"R",69,"R",3733106,"R",13,"R",482236
180489,"R",1391,"R",80732254,"R",38,"R",3163652,"R",90,"R",7477864,"R",44,"R",1466700,"R",318,"R",23521002,"R",143,"R",7166638,"R",231,"R",13272714,"R",125,"R",6823596,"R",68,"R",4140229,"R",149,"R",5848414,"R",6,"R",214111,"R",114,"R",4168612,"R",55,"R",3004817,"R",10,"R",463905
180522,"R",108,"R",4677551,"R",2,"R",116284,"R",2,"R",120231,"R",11,"R",264244,"R",31,"R",2046104,"R",4,"R",94234,"R",6,"R",301623,"R",12,"R",516379,"R",3,"R",118875,"R",18,"R",509392,"R",2,"R",67258,"R",13,"R",390867,"R",4,"R",132060,"Z",0,"Z",0
180595,"R",115,"R",5805858,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",525184,"R",21,"R",1911417,"R",7,"R",388555,"R",8,"R",383822,"R",30,"R",1124807,"R",1,"R",45740,"R",18,"R",585746,"Z",0,"Z",0,"R",14,"R",556349,"R",3,"R",164238,"R",2,"R",120000
180647,"R",80,"R",3841179,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",669549,"R",7,"R",578111,"R",7,"R",287456,"R",8,"R",414873,"R",5,"R",283562,"Z",0,"Z",0,"R",12,"R",532700,"R",1,"R",68000,"R",18,"R",713618,"R",7,"R",249310,"R",1,"R",44000
180692,"R",113,"R",5155929,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",376878,"R",18,"R",1491555,"R",11,"R",425911,"R",5,"R",228420,"R",23,"R",865439,"Z",0,"Z",0,"R",24,"R",781738,"R",1,"R",37440,"R",13,"R",470289,"R",10,"R",478259,"Z",0,"Z",0
